FID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,area,FID_1,FID_P21inc,FID_12,Shape_Leng,Shape_Area,Shape__Are,Shape__Len,FID_clip_t,STATEFP1_1,COUNTYFP_1,TRACTCE1_1,GEOID10_1,NAME10_1,NAMELSAD_1,MTFCC10_1,FUNCSTAT_1,ALAND10_1,AWATER10_1,INTPTLAT_1,INTPTLON_1,area_1,interarea,percentage
168,25,025,080801,25025080801,808.01,Census Tract 808.01,G5020,S,364700.000000000000000,0.000000000000000,+42.3346057,-071.0962095,90.113914419599993,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
169,25,025,080601,25025080601,806.01,Census Tract 806.01,G5020,S,560163.000000000000000,0.000000000000000,+42.3333666,-071.0880449,138.408809394999990,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
170,25,025,080500,25025080500,805,Census Tract 805,G5020,S,245570.000000000000000,0.000000000000000,+42.3356824,-071.0825418,60.676590332700002,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
171,25,025,080401,25025080401,804.01,Census Tract 804.01,G5020,S,440468.000000000000000,0.000000000000000,+42.3321186,-071.0808985,108.832767007000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
172,25,025,080300,25025080300,803,Census Tract 803,G5020,S,268832.000000000000000,0.000000000000000,+42.3274519,-071.0790504,66.424471756800003,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
173,25,025,071101,25025071101,711.01,Census Tract 711.01,G5020,S,362769.000000000000000,0.000000000000000,+42.3359561,-071.0727569,89.635176657499997,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
174,25,025,070900,25025070900,709,Census Tract 709,G5020,S,167469.000000000000000,0.000000000000000,+42.3384283,-071.0781591,41.379102094700002,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
175,25,025,140107,25025140107,1401.07,Census Tract 1401.07,G5020,S,627360.000000000000000,0.000000000000000,+42.2577216,-071.1284206,155.017501307999990,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
176,25,025,130404,25025130404,1304.04,Census Tract 1304.04,G5020,S,1602605.000000000000000,35273.000000000000000,+42.2689968,-071.1594658,404.721127980000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
177,25,025,130406,25025130406,1304.06,Census Tract 1304.06,G5020,S,1048780.000000000000000,5879.000000000000000,+42.2600645,-071.1514976,260.605572219000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
178,25,025,120103,25025120103,1201.03,Census Tract 1201.03,G5020,S,353248.000000000000000,0.000000000000000,+42.3117567,-071.1182632,87.284793754600003,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
179,25,025,070800,25025070800,708,Census Tract 708,G5020,S,194390.000000000000000,0.000000000000000,+42.3411487,-071.0809850,48.031278268800001,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
180,25,025,070600,25025070600,706,Census Tract 706,G5020,S,132532.000000000000000,0.000000000000000,+42.3432584,-071.0753771,32.747211342600004,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
181,25,025,070500,25025070500,705,Census Tract 705,G5020,S,297278.000000000000000,0.000000000000000,+42.3419361,-071.0718235,73.453056600300002,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
185,25,025,040200,25025040200,402,Census Tract 402,G5020,S,143569.000000000000000,0.000000000000000,+42.3768529,-071.0567931,35.474063411700001,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
186,25,025,020200,25025020200,202,Census Tract 202,G5020,S,116893.000000000000000,0.000000000000000,+42.3603354,-071.0686334,28.881880464000002,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
187,25,025,010600,25025010600,106,Census Tract 106,G5020,S,339505.000000000000000,0.000000000000000,+42.3476385,-071.0793851,83.887235256200000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
188,25,025,010500,25025010500,105,Census Tract 105,G5020,S,188533.000000000000000,10075.000000000000000,+42.3445637,-071.0845748,49.073574659400002,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
189,25,025,010300,25025010300,103,Census Tract 103,G5020,S,509208.000000000000000,0.000000000000000,+42.3394252,-071.1017927,125.820411781000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
190,25,025,000802,25025000802,8.02,Census Tract 8.02,G5020,S,977475.000000000000000,0.000000000000000,+42.3568717,-071.1297576,241.529196052000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
191,25,025,000701,25025000701,7.01,Census Tract 7.01,G5020,S,230433.000000000000000,0.000000000000000,+42.3469581,-071.1379847,56.939418996199997,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
192,25,025,000602,25025000602,6.02,Census Tract 6.02,G5020,S,599777.000000000000000,0.000000000000000,+42.3492514,-071.1424570,148.202902087000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
193,25,025,000601,25025000601,6.01,Census Tract 6.01,G5020,S,495044.000000000000000,0.000000000000000,+42.3509820,-071.1457225,122.324258865999990,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
194,25,025,000502,25025000502,5.02,Census Tract 5.02,G5020,S,863889.000000000000000,334529.000000000000000,+42.3315048,-071.1574973,296.130600910999990,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
195,25,025,000402,25025000402,4.02,Census Tract 4.02,G5020,S,806765.000000000000000,0.000000000000000,+42.3441742,-071.1588288,199.351439344000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
196,25,025,000401,25025000401,4.01,Census Tract 4.01,G5020,S,431043.000000000000000,0.000000000000000,+42.3438495,-071.1492929,106.509863866000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
197,25,025,000202,25025000202,2.02,Census Tract 2.02,G5020,S,601637.000000000000000,0.000000000000000,+42.3526051,-071.1543443,148.663971368000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
198,25,025,000201,25025000201,2.01,Census Tract 2.01,G5020,S,599378.000000000000000,0.000000000000000,+42.3540662,-071.1611678,148.106123725999990,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
199,25,025,020302,25025020302,203.02,Census Tract 203.02,G5020,S,76782.000000000000000,0.000000000000000,+42.3593442,-071.0639956,18.971133921100002,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
200,25,025,020101,25025020101,201.01,Census Tract 201.01,G5020,S,223142.000000000000000,0.000000000000000,+42.3577086,-071.0694112,55.134288926700002,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
201,25,025,081001,25025081001,810.01,Census Tract 810.01,G5020,S,558488.000000000000000,0.000000000000000,+42.3345666,-071.1068303,137.996946893000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
202,25,025,010403,25025010403,104.03,Census Tract 104.03,G5020,S,88556.000000000000000,0.000000000000000,+42.3450750,-071.0880610,21.881179346900002,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
203,25,025,000100,25025000100,1,Census Tract 1,G5020,S,1794942.000000000000000,0.000000000000000,+42.3614845,-071.1385879,443.523141371000010,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , , , , , ,0.000000000000000,0.000000000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000
