,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1727,0000004526,3,PONY EXPRESS BK,PONY EXPRESS BANK,53
1728,0000004533,3,CITIZENS B&TC,CITIZENS BANK & TRUST COMPANY,24
1729,0000004626,3,BANK OF THE PRAIRIE,BANK OF THE PRAIRIE,57
1730,0000004664,3,HOME B&TC,HOME BANK & TRUST CO.,83
1731,0000004675,3,MERIT BK,MERIT BANK,256
1732,0000004705,3,SECURITY BK OF KANSAS CITY,SECURITY BANK OF KANSAS CITY,103
1733,0000004738,3,FIRST BK OF NEWTON,FIRST BANK OF NEWTON,329
1734,0000004752,3,FIRST SECURITY BK,FIRST SECURITY BANK,29
1735,0000004789,3,EMPRISE BK,EMPRISE BANK,751
1736,0000004796,3,BANK OF CMRC & TC,BANK OF COMMERCE & TRUST CO.,36
1737,0000004857,3,FIRST UNITED B&TC,FIRST UNITED BANK AND TRUST,612
1738,0000004931,3,MOUNTAIN CMRC BK,MOUNTAIN COMMERCE BANK,196
1739,0000004945,3,PEOPLES BK OF S,PEOPLES BANK OF THE SOUTH,332
1740,0000004960,3,FIRST NB,FIRST FARMERS AND COMM BANK,34
1741,0000005019,3,SOUTHERN MI B&TC,SOUTHERN MICHIGAN BANK & TRUST,431
1742,0000005033,3,DART BK,THE DART BANK,1200
1743,0000005095,3,STAR BK,STAR BANK,106
1744,0000005116,3,GRANITE CMNTY BK,GRANITE COMMUNITY BANK,91
1745,0000005151,3,FIRST MN BK,FIRST MINNESOTA BANK,250
1746,0000005216,3,AMERICAN BK NORTH,AMERICAN BANK OF THE NORTH,512
1747,0000005229,3,FORESIGHT BK,FORESIGHT BANK,158
1748,0000005271,3,ROUNDBANK,ROUNDBANK,334
1749,0000005394,3,FIRST B&TC,FIRST BANK & TRUST COMPANY,45
1750,0000005396,3,CITY B&TC,CITY BANK & TRUST CO.,55
1751,0000005415,3,SECURITY FIRST BK,SECURITY FIRST BANK,491
1752,0000005469,3,CITIZENS B&TC,CITIZENS BANK & TRUST COMPANY,47
1753,0000005568,3,HERRING BK,HERRING BANK,498
1754,0000005602,3,UNION ST BK,UNION STATE BANK,29
1755,0000005615,3,CHAMBERS BK,CHAMBERS BANK,150
1756,0000005629,3,HOMEBANK OF AR,HOMEBANK OF ARKANSAS,61
1757,0000005633,3,FIRST SECURITY BK,FIRST SECURITY BANK,2364
1758,0000005636,3,BANK OF GRAVETT,BANK OF GRAVETT,71
1759,0000005673,3,CITIZENS B&TC,CITIZENS BANK AND TRUST,159
1760,0000005676,3,BRANNEN BK,BRANNEN BANK,338
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1761,0000005685,3,SOUTHEASTERN BK,SOUTHEASTERN BANK,261
1762,0000005694,3,PRIMESOUTH BK,PRIMESOUTH BANK - BLACKSHEAR,301
1763,0000005713,3,BANK OF CHICKAMAUGA,BANK OF CHICKAMAUGA,6
1764,0000005716,3,FARMERS & MRCH BK,FARMERS AND MERCHANTS BANK,424
1765,0000005722,3,PHILO EXCHANGE BK,PHILO EXCHANGE BANK,23
1766,0000005730,3,STATE BK OF ST JACOB,STATE BANK OF ST JACOB,18
1767,0000005749,3,GERMAN AMER ST BK,GERMAN AMERICAN STATE BANK,52
1768,0000005754,3,FIRST T&SB ALBANY,"FIRST T&SVG BK OF ALBANY, IL",298
1769,0000005766,3,MAINSOURCE BK,MAINSOURCE BANK,4415
1770,0000005768,3,FOUNTAIN TC,THE FOUNTAIN TRUST COMPANY,346
1771,0000005796,3,EARLHAM SVG BK,EARLHAM SAVINGS BANK,184
1772,0000005820,3,STATE CENT BK,STATE CENTRAL BANK,15
1773,0000005840,3,CITIZENS UNION BK,CITIZENS UNION BANK,526
1774,0000005847,3,PEOPLES BK MT WASHINGTON,PEOPLES BANK MT WASHINGTON,60
1775,0000005866,3,NEW WINDSOR ST BK,NEW WINDSOR STATE BANK,72
1776,0000005867,3,BANK OF OCEAN CITY,BANK OF OCEAN CITY,70
1777,0000005873,3,WOODSBORO BK,WOODSBORO BANK,70
1778,0000005874,3,CALVIN B TAYLOR BKG CO BERLIN,CALVIN B TAYLOR BANKING CO,162
1779,0000005885,3,FARMERS BK OF WILLARDS,THE FARMERS BANK OF WILLARDS,99
1780,0000005892,3,KALAMAZOO CTY ST BK,KALAMAZOO COUNTY STATE BANK,47
1781,0000005893,3,SSBBANK,SSBBANK,36
1782,0000005903,3,BANKPLUS,BANKPLUS,2364
1783,0000005956,3,PEOPLES BK,PEOPLES BANK,590
1784,0000005962,3,SUTTON BK,SUTTON BANK,122
1785,0000005969,3,FARMERS & MRCH ST BK,THE F&M STATE BANK,640
1786,0000005981,3,COMMUNITY BK,THE COMMUNITY BANK,416
1787,0000005994,3,OKLAHOMA ST BK,OKLAHOMA STATE BANK,25
1788,0000006058,3,ALLEGHENY VALLEY BK,ALLEGHENY VALLEY BANK,340
1789,0000006078,3,ONE AMER BK,ONE AMERICAN BANK,8
1790,0000006091,3,MACON B&TC,MACON BANK & TRUST COMPANY,197
1791,0000006101,3,DECATUR CTY BK,DECATUR COUNTY BANK,41
1792,0000006103,3,CITIZENS BK,CITIZENS BANK,139
1793,0000006104,3,CLAYTON B&TC,CLAYTON BANK AND TRUST,2288
1794,0000006106,3,AVENUE BK,AVENUE BANK,487
1795,0000006109,3,FIRST T&SB,FIRST TRUST AND SAVINGS BANK,79
1796,0000006110,3,PEOPLES BK,THE PEOPLES BANK,110
1797,0000006128,3,BANK OF FINCASTLE,THE BANK OF FINCASTLE,57
1798,0000006137,3,BANK OF BOTETOURT,BANK OF BOTETOURT,133
1799,0000006158,3,PEOPLES BK,PEOPLES BANK,1640
1800,0000006161,3,KITSAP BK,KITSAP BANK,278
1801,0000006176,3,PENDLETON CMNTY BK,PENDLETON COMMUNITY BANK,223
1802,0000006186,3,CITIZENS ST BK LOYAL,CITIZENS STATE BANK OF LOYAL,160
1803,0000006191,3,LAYTON ST BK,LAYTON STATE BANK,150
1804,0000006194,3,CITIZENS ST BK,CITIZENS STATE BANK,72
1805,0000006212,3,FIRST COLEBROOK BK,FIRST COLEBROOK BANK,92
1806,0000006268,3,MERCHANTS BK,MERCHANTS BANK,603
1807,0000006662,3,RIVERHILLS BK,RIVERHILLS BANK,173
1808,0000006794,3,FNB BK INC,"FNB BANK, INC",90
1809,0000006800,3,FIRST NEIGHBORHOOD BK,FIRST NEIGHBORHOOD BANK,110
1810,0000006803,3,MCNB BK&TC,MCNB BANK AND TRUST CO,249
1811,0000007153,3,MAHOPAC BK,MAHOPAC BANK,109
1812,0000007404,3,FIRST KEYSTONE CMNTY BK,FIRST KEYSTONE COMMUNITY BANK,569
1813,0000007461,3,CENTRIC BK,CENTRIC BANK,91
1814,0000007468,3,FIRST COMMONWEALTH BK,FIRST COMMONWEALTH BANK,2785
1815,0000007506,3,ACNB BK,ACNB BANK,783
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1816,0000007514,3,PEOPLES SCTY B&TC,PEOPLES SECURITY BANK & TRUST,564
1817,0000007586,3,LUZERNE BK,LUZERNE BANK,86
1818,0000007598,3,RIVERVIEW BK,RIVERVIEW BANK,340
1819,0000007609,3,FIRST NB OF MERCERSBURG,FIRST COMMUNITY BANK OF MERCER,187
1820,0000007614,3,JUNIATA VALLEY BK,THE JUNIATA VALLEY BANK,253
1821,0000007714,3,QNB BK,QNB BANK,267
1822,0000007748,3,VIST BK,VIST BANK,379
1823,0000007799,3,CITIZENS & NORTHERN BK,CITIZENS & NORTHERN BANK,760
1824,0000007848,3,COMMUNITY BK,COMMUNITY BANK,608
1825,0000007909,3,MARION CENTER BK,MARION CENTER BANK,248
1826,0000008021,3,WAUCHULA ST BK,WAUCHULA STATE BANK,315
1827,0000008035,3,BATH ST BK,BATH STATE BANK,111
1828,0000008056,3,MERCHANTS BK IN,MERCHANTS BANK OF INDIANA,118
1829,0000008058,3,COMMUNITY ST BK OF SW INDIANA,COMMUNITY STATE BANK OF SWI,78
1830,0000008063,3,NORTH SALEM ST BK,NORTH SALEM STATE BANK,153
1831,0000008067,3,COMMUNITY ST BK,COMMUNITY STATE BANK,30
1832,0000008083,3,FAIRFAX ST SVG BK,FAIRFAX STATE SAVINGS BANK,41
1833,0000008092,3,FIRST T&SB,FIRST TRUST AND SAVINGS BANK,14
1834,0000008120,3,MAGNOLIA BK,MAGNOLIA BANK,3365
1835,0000008122,3,FIRST & PEOPLES B&TC,FIRST & PEOPLES BANK AND TRUST,83
1836,0000008128,3,HANCOCK B&TC,HANCOCK BANK AND TRUST COMPANY,225
1837,0000008133,3,SOUTH CENT BK OF MONROE CTY,SOUTH CENTRAL BANK OF MONROE,122
1838,0000008136,3,INDEPENDENCE BK OF KY,INDEPENDENCE BANK OF KENTUCKY,1259
1839,0000008140,3,COLFAX BKG CO,COLFAX BANKING COMPANY,152
1840,0000008141,3,SABINE ST B&TC,SABINE STATE BANK & TRUST CO.,649
1841,0000008143,3,KAPLAN ST BK,KAPLAN STATE BANK,62
1842,0000008145,3,BANK OF MARINGOUIN,BANK OF MARINGOUIN,39
1843,0000008149,3,FIRST AMER B&TC,FIRST AMERICAN BANK AND TRUST,589
1844,0000008152,3,CAMBRIDGE TC,CAMBRIDGE TRUST COMPANY,368
1845,0000008188,3,FLAGSHIP BK MN,FLAGSHIP BANK MINNESOTA,67
1846,0000008191,3,FIRST ST BK OF RED WING,FIRST STATE BANK OF RED WING,34
1847,0000008193,3,LAKE CMNTY BK,LAKE COMMUNITY BANK,15
1848,0000008200,3,CITIZENS BK MN,CITIZENS BANK MINNESOTA,205
1849,0000008202,3,UNITY BK NORTH,UNITY BANK NORTH,45
1850,0000008205,3,AMERICANA CMNTY BK,AMERICANA COMMUNITY BANK,23
1851,0000008208,3,EASTWOOD BK,EASTWOOD BANK,655
1852,0000008210,3,FREEPORT ST BK,FREEPORT STATE BANK,41
1853,0000008214,3,FARMERS ST BK OF HAMEL,FARMERS STATE BANK OF HAMEL,19
1854,0000008232,3,BANK OF HOLLY SPRINGS,BANK OF HOLLY SPRINGS,300
1855,0000008252,3,BANK OF ASH GROVE,BANK OF ASH GROVE,37
1856,0000008259,3,MERCHANTS & FARMERS BK SALISBU,MERCHANTS & FARMERS BANK,22
1857,0000008268,3,FARMERS BK OF LOHMAN,FARMERS BANK OF LOHMAN,26
1858,0000008270,3,MARTINSBURG B&TC,MARTINSBURG BANK & TRUST,102
1859,0000008283,3,LEAD BK,LEAD BANK,50
1860,0000008289,3,BANK CBO,BANK CBO,60
1861,0000008295,3,O'BANNON BKG CO,O'BANNON BANKING COMPANY,116
1862,0000008321,3,STATE BK OF BARTLEY,STOCKMENS BANK,21
1863,0000008350,3,PLATTSMOUTH ST BK,PLATTSMOUTH STATE BANK,41
1864,0000008354,3,IOWA-NEBRASKA ST BK,IOWA-NEBRASKA STATE BANK,216
1865,0000008355,3,OAK CREEK VALLEY BK,OAK CREEK VALLEY BANK,12
1866,0000008387,3,FIRST ST BK OF ND,FIRST STATE BANK OF ND,69
1867,0000008393,3,THE NEW WATERFORD BANK,UNB BANK,135
1868,0000008397,3,WATERFORD CMRL & SVG BK,THE WATERFORD CMRL & SVG BANK,55
1869,0000008405,3,FARMERS & MERCHANTS TR CO OF,FARMERS & MERCHANTS TRUST,370
1870,0000008426,3,1ST SUMMIT BK,1ST SUMMIT BANK,481
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1871,0000008439,3,FARMERS & MRCHS BK,FARMERS & MERCHANTS BANK,252
1872,0000008468,3,EXCHANGE BK,EXCHANGE BANK,250
1873,0000008472,3,BANK OF RIO VISTA,BANK OF RIO VISTA,2
1874,0000008480,3,BANK OF PERRY,THE BANK OF PERRY,96
1875,0000008491,3,SCOTT ST BK,SCOTT STATE BANK,127
1876,0000008494,3,HENRY ST BK,HENRY STATE BANK,45
1877,0000008500,3,FIRST ST BK,FIRST STATE BANK,65
1878,0000008507,3,SLOAN ST BK,SLOAN STATE BANK,63
1879,0000008510,3,FARMERS T&SB,FARMERS TRUST AND SAVINGS BANK,45
1880,0000008516,3,SWISHER T&SB,SWISHER TRUST & SAVINGS BANK,9
1881,0000008526,3,RICHLAND ST BK,RICHLAND STATE BANK,266
1882,0000008532,3,BANK OF ERATH,BANK OF ERATH,118
1883,0000008534,3,ST LANDRY B&TC,ST LANDRY BANK & TRUST COMPANY,64
1884,0000008536,3,PROGROWTH BK,PROGROWTH BANK,43
1885,0000008537,3,BANKCHEROKEE,BANKCHEROKEE,51
1886,0000008542,3,STATE BK OF RICHMOND,STATE BANK OF RICHMOND,33
1887,0000008545,3,UNITY BK,UNITY BANK,133
1888,0000008546,3,SENTRY BK,SENTRY BANK,56
1889,0000008560,3,BANK 21,BANK 21,114
1890,0000008564,3,BANK OF GRAIN VALLEY,THE BANK OF GRAIN VALLEY,26
1891,0000008569,3,GOPPERT FNCL BK,GOPPERT FINANCIAL BANK,24
1892,0000008572,3,CITIZENS BK,CITIZENS BANK OF ROGERSVILLE,101
1893,0000008576,3,MARIES CTY BK,THE MARIES COUNTY BANK,241
1894,0000008660,3,COMMERCIAL B&TC,COMMERCIAL BANK TRUST CO,425
1895,0000008663,3,FIRST BK,FIRSTBANK,8349
1896,0000008693,3,BANK OF GALESVILLE,BANK OF GALESVILLE,127
1897,0000008698,3,PORT WASHINGTON ST BK,PORT WASHINGTON STATE BANK,581
1898,0000008700,3,WALDO ST BK,WALDO STATE BANK,90
1899,0000008714,3,UNITY BK,UNITY BANK,94
1900,0000008745,3,FIRST ST BK MIDDLEBURY,FIRST STATE BANK OF MIDDLEBURY,436
1901,0000008752,3,FIRST T&SB,FIRST TRUST AND SAVINGS BANK,87
1902,0000008756,3,FARMERS & MRCHS ST BK OF NEOLA,FARMERS & MERCHANTS STATE BANK,19
1903,0000008761,3,KERNDT BROS SVG BK,KERNDT BROTHERS SAVINGS BANK,87
1904,0000008762,3,SACRAMENTO DEPOSIT BK,SACRAMENTO DEPOSIT BANK,68
1905,0000008774,3,THE CECILIAN BK,THE CECILIAN BANK,483
1906,0000008785,3,PEOPLES EXCH BK,PEOPLES EXCHANGE BANK,819
1907,0000008798,3,COTTONPORT BK,THE COTTONPORT BANK,342
1908,0000008800,3,UNION BK,THE UNION BANK,399
1909,0000008804,3,BANK OF JENA,BANK OF JENA,28
1910,0000008807,3,IBERVILLE BK,IBERVILLE BANK,131
1911,0000008810,3,BANK OF DELMARVA,BANK OF DELMARVA,109
1912,0000008811,3,HEBRON SVG BK,HEBRON SAVINGS BANK,215
1913,0000008816,3,QUEENSTOWN BK OF MD,QUEENSTOWN BANK OF MARYLAND,226
1914,0000008831,3,FIRST ST BK OF SAUK CENTRE,FIRST STATE BANK SAUK CENTRE,23
1915,0000008865,3,FARMERS ST BK OF WEST CONCORD,FARMERS STATE BANK,62
1916,0000008867,3,ULTIMA BK MN,ULTIMA BANK MINNESOTA,77
1917,0000008871,3,OMNIBANK,OMNIBANK,98
1918,0000008878,3,STATE B&TC,STATE BANK AND TRUST CO,882
1919,0000008879,3,COMMUNITY BK OF MS,COMMUNITY BANK OF MISSISSIPPI,2019
1920,0000008886,3,BANK OF LEES SUMMIT,BANK OF LEES SUMMIT,73
1921,0000008889,3,MIDWEST RGNL BK,MIDWEST REGIONAL BANK,79
1922,0000008892,3,BANK OF SULLIVAN,BANK OF SULLIVAN,485
1923,0000008896,3,JONESBURG ST BK,JONESBURG STATE BANK,55
1924,0000008898,3,SAINT JOHNS B&TC,ST JOHNS BANK & TRUST CO,56
1925,0000008904,3,NODAWAY VALLEY BK,NODAWAY VALLEY BANK,379
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1926,0000008908,3,CITIZENS BK,CITIZENS BANK OF CAPE VINCENT,31
1927,0000008941,3,BANK FORWARD,BANK FORWARD,299
1928,0000008975,3,COMMUNITY BK,COMMUNITY BANK,92
1929,0000008980,3,SECURITY ST BK,SECURITY STATE BANK,75
1930,0000008997,3,PALMETTO BK,THE PALMETTO BANK,527
1931,0000009023,3,BANK OF CHARLES TOWN,BANK OF CHARLES TOWN,223
1932,0000009024,3,CALHOUN CTY BK INC,"CALHOUN COUNTY BANK, INC.",203
1933,0000009036,3,SECURITY ST BK,SECURITY STATE BANK,83
1934,0000009037,3,MOUND CITY BK,MOUND CITY BANK,292
1935,0000009047,3,CITIZENS ST BK,CITIZENS STATE BANK,223
1936,0000009057,3,BANK OF MOUNDVILLE,BANK OF MOUNDVILLE,20
1937,0000009064,3,PLANTERSFIRST,PLANTERSFIRST,242
1938,0000009079,3,HARVARD ST BK,THE HARVARD STATE BANK,230
1939,0000009080,3,HOLCOMB ST BK,HOLCOMB STATE BANK,154
1940,0000009096,3,ATKINS SVG B&TC,ATKINS SAVINGS BANK & TRUST,32
1941,0000009104,3,AMERICAN SVG BK,AMERICAN SAVINGS BANK,16
1942,0000009106,3,FARMERS ST BK,FARMERS STATE BANK,6
1943,0000009123,3,WESTERN ST BK,WESTERN STATE BANK,795
1944,0000009155,3,COUNTYBANK,COUNTYBANK,146
1945,0000009170,3,FIRST SOUTH BK,FIRST SOUTH BANK,191
1946,0000009176,3,BANK OF CAMDEN,BANK OF CAMDEN,277
1947,0000009189,3,BRIGHTON BK,BRIGHTON BANK,7
1948,0000009204,3,CENTRAL BK,CENTRAL BANK,314
1949,0000009208,3,LEWISTON ST BK,LEWISTON STATE BANK,17
1950,0000009244,3,GLENNVILLE BK,GLENNVILLE BANK,320
1951,0000009245,3,BANK OF LAFAYETTE,"THE BANK OF LAFAYETTE, GA",225
1952,0000009246,3,NORTHWEST GA BK,NORTHWEST GEORGIA BANK,41
1953,0000009259,3,FARMERS ST BK OF HOFFMAN,FARMERS STATE BANK OF HOFFMAN,102
1954,0000009260,3,OXFORD B&T,OXFORD BANK AND TRUST,808
1955,0000009299,3,RELIANCE ST BK,RELIANCE STATE BANK,111
1956,0000009300,3,READLYN SVG BK,READLYN SAVINGS BANK,56
1957,0000009309,3,UNITED SOUTHERN BK,UNITED SOUTHERN BANK,225
1958,0000009314,3,PBI BK,PBI BANK,308
1959,0000009319,3,MERCHANTS & FARMERS B&TC,MERCHANTS & FARMERS BANK & TC,215
1960,0000009320,3,MARION ST BK,MARION STATE BANK,283
1961,0000009322,3,CROSS KEYS BK,CROSS KEYS BANK,298
1962,0000009327,3,FARMERS-MERCHANTS B&TC,FARMERS-MERCHANTS BANK & TRUST,572
1963,0000009330,3,FIRST ST BK OF LE CENTER,FIRST STATE BANK OF LE CENTER,55
1964,0000009332,3,BANK OF MAPLE PLAIN,BANK OF MAPLE PLAIN,10
1965,0000009337,3,CITIZENS ST BK OF WAVERLY,CITIZENS STATE BANK OF WAVERLY,34
1966,0000009366,3,PEOPLES BK,PEOPLES BANK,196
1967,0000009387,3,MISSOURI B&TC,MISSOURI BANK & TRUST,63
1968,0000009388,3,CORNER STONE BK,THE CORNERSTONE BANK,100
1969,0000009420,3,THE UNION BK,THE UNION BANK,69
1970,0000009423,3,CHOICE FNCL GRP,CHOICE FINANCIAL GROUP-LANGDON,189
1971,0000009437,3,FIRST ST BK,FIRST STATE BANK,227
1972,0000009439,3,THE PEOPLES SVG BK,THE PEOPLES SAVINGS BANK,64
1973,0000009462,3,FARMERS & MRCH BK,FARMERS & MERCHANTS BANK,71
1974,0000009463,3,CITIZENS SVG BK,THE CITIZENS SAVINGS BANK,272
1975,0000009486,3,CLACKAMAS CTY BK,CLACKAMAS COUNTY BANK,48
1976,0000009499,3,CIVIS BK,CIVIS BANK,66
1977,0000009517,3,CLEVELAND ST BK,CLEVELAND STATE BANK,176
1978,0000009529,3,STATE BK NEWBURG,STATE BANK OF NEWBURG,142
1979,0000009536,3,COMMUNITY ST BK,COMMUNITY STATE BANK,177
1980,0000009538,3,LAPORTE SVG BK,THE LAPORTE SAVINGS BANK,485
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1981,0000009620,3,FIRST BK,FIRST BANK,158
1982,0000009631,3,ATHENS ST BK,ATHENS STATE BANK,188
1983,0000009632,3,FIRST ST BK IL,FIRST STATE BANK OF ILLINONS,831
1984,0000009647,3,CITIZENS BK,CITIZENS BANK,234
1985,0000009658,3,CITIZENS ST BK OF CHENEY KS,CITIZENS STATE BANK,70
1986,0000009659,3,STATE BK OF DOWNS,STATE BANK OF DOWNS,51
1987,0000009665,3,KAW VALLEY BK,KAW VALLEY BANK,236
1988,0000009668,3,DIXON BK,DIXON BANK,24
1989,0000009678,3,EDMONTON ST BK,EDMONTON STATE BANK,490
1990,0000009712,3,ROCKLAND TC,ROCKLAND TRUST COMPANY,2329
1991,0000009719,3,OXFORD BK,OXFORD BANK,58
1992,0000009728,3,FIRST SECURITY BK,FIRST SECURITY BANK,39
1993,0000009737,3,MIDWEST BK,MIDWEST BANK,261
1994,0000009751,3,21ST CENTURY BK,21ST CENTURY BANK,50
1995,0000009757,3,NICOLLET CTY BK,NICOLLET COUNTY BANK OF ST. PE,42
1996,0000009760,3,COMMUNITY BK MANKATO,COMMUNITY BANK MANKATO,180
1997,0000009769,3,FIRST ST BK OF ROSEMOUNT,FIRST STATEBANK OF ROSEMOUNT,9
1998,0000009777,3,CITIZENS B&TC,CITIZENS BANK & TRUST CO.,68
1999,0000009788,3,BANK OF BLOOMSDALE,BLOOMSDALE BANK,194
2000,0000009791,3,COMMERCIAL TC OF FAYETTE,COMMERCIAL TRUST COMPANY,147
2001,0000009794,3,KEARNEY TC,KEARNEY TRUST COMPANY,65
2002,0000009803,3,BANK OF ODESSA,BANK OF ODESSA,148
2003,0000009806,3,SECURITY BK,SECURITY BANK,64
2004,0000009811,3,COMMERCIAL BK,COMMERCIAL BANK OF OAK GROVE,75
2005,0000009822,3,STATE BK,STATE BANK OF TABLE ROCK,22
2006,0000009879,3,FIRST ST BK,FIRST STATE BANK,75
2007,0000009882,3,PEOPLES BK,PEOPLES BANK,11
2008,0000009888,3,DIME BK,THE DIME BANK,304
2009,0000009889,3,MID PENN BK,MID PENN BANK,357
2010,0000009923,3,ANDERSON BROS BK,ANDERSON BROTHERS BANK,312
2011,0000009935,3,FARMERS ST BK,FARMERS STATE BANK,75
2012,0000009947,3,VALLEY EXCHANGE BK,VALLEY EXCHANGE BANK,12
2013,0000009956,3,TRUST CO BK,TRUST COMPANY BANK,90
2014,0000009963,3,F&M BK,F&M BANK,3181
2015,0000009973,3,FIRST ST BK,THE FIRST STATE BANK,65
2016,0000009997,3,JEFFERSON SECURITY BK,JEFFERSON SECURITY BANK,100
2017,0000010007,3,FIRST BK,FIRST BANK,385
2018,0000010011,3,WOODFORD ST BK,WOODFORD STATE BANK,106
2019,0000010015,3,SECURITY BK,SECURITY BANK,145
2020,0000010080,3,REYNOLDS ST BK,REYNOLDS STATE BANK,2
2021,0000010111,3,OHNWARD B&TC,OHNWARD BANK AND TRUST,106
2022,0000010121,3,LIBERTY T&SB,LIBERTY TRUST & SAVINGS BANK,40
2023,0000010122,3,FARMERS SVG B&T,FARMERS SAVINGS BANK & TRUST,87
2024,0000010123,3,FIRST T&SB,FIRST TRUST AND SAVINGS BANK,12
2025,0000010125,3,CITIZENS SVG BK,CITIZENS SAVINGS BANK,70
2026,0000010132,3,EXCHANGE ST BK,EXCHANGE STATE BANK,74
2027,0000010146,3,COMMONWEALTH B&TC,COMMONWEALTH BANK & TRUST CO,2010
2028,0000010157,3,SHELBY ST BK,SHELBY STATE BANK,261
2029,0000010159,3,FIRST ST B&T,FIRST STATE BANK AND TRUST,109
2030,0000010162,3,FIRST ST BK MN,FIRST STATE BANK MINNESOTA,15
2031,0000010163,3,SECURITY ST BK OF MARINE,SECURITY STATE BANK OF MARINE,56
2032,0000010165,3,FARMERS & MERCHANTS ST BK,FARMERS & MERCHANTS STATE BANK,88
2033,0000010168,3,FIRST FARMERS & MRCHS BK,FIRST FARMERS & MERCHANTS BANK,269
2034,0000010169,3,SHERBURNE ST BK,SHERBURNE STATE BANK,101
2035,0000010171,3,AVON ST BK,AVON STATE BANK,31
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
2036,0000010175,3,SECURITY ST BK OF HIBBING,SECURITY STATE BANK OF HIBBING,60
2037,0000010176,3,FINANCIAL SECURITY BK,FINANCIAL SECURITY BANK,14
2038,0000010179,3,NORTH AMERICAN ST BK,NORTH AMERICAN STATE BANK,47
2039,0000010191,3,PRINSBANK,PRINSBANK,40
2040,0000010192,3,PEOPLES BK OF CMRC,PEOPLES BANK OF COMMERCE,51
2041,0000010194,3,PINE RIVER ST BK,PINE RIVER STATE BANK,85
2042,0000010198,3,STATE BK OF DELANO,STATE BANK OF DELANO,5
2043,0000010201,3,SECURITY ST BK OF LEWISTON,SECURITY STATE BANK - LEWISTON,17
2044,0000010212,3,COMMERCE BK,COMMERCE BANK,23
2045,0000010214,3,VERMILLION ST BK,VERMILLION STATE BANK,139
2046,0000010248,3,FIRST INTERNATIONAL B&TC,FIRST INTERNATIONAL BANK & TRU,1219
2047,0000010255,3,OLD FT BKG CO,THE OLD FORT BANKING COMPANY,582
2048,0000010307,3,FIRST VOLUNTEER BK,FIRST VOLUNTEER BANK,1161
2049,0000010317,3,CITIZENS B&TC OF GRAINGER CTY,CITIZENS BANK AND TRUST CO.,213
2050,0000010319,3,CITIZENS SVG B&TC,CITIZENS SAVINGS BANK & TRUST,15
2051,0000010327,3,CITIZENS ST BK,CITIZENS STATE BANK,2
2052,0000010330,3,COMMERCIAL ST BK,COMMERCIAL STATE BANK,23
2053,0000010344,3,SCHERTZ B&TC,SCHERTZ BANK AND TRUST,31
2054,0000010363,3,CITIZENS & FARMERS BK,CITIZENS & FARMERS BANK,479
2055,0000010374,3,BANNER BKS,BANNER BANKS,49
2056,0000010375,3,ADVANTAGE CMNTY BK,ADVANTAGE COMMUNITY BANK,116
2057,0000010378,3,BANK OF NEW GLARUS,BANK OF NEW GLARUS,316
2058,0000010380,3,OOSTBURG ST BK,OOSTBURG STATE BANK,152
2059,0000010434,3,STATE BK OF GRAYMONT,STATE BANK OF GRAYMONT,107
2060,0000010439,3,THE VILLAGE BK,THE VILLAGE BANK,44
2061,0000010464,3,FEDERATED BK,FEDERATED BANK,33
2062,0000010467,3,GIFFORD ST BK,THE GIFFORD STATE BANK,98
2063,0000010492,3,FARMERS & MRCH SVG BK,FARMERS & MERCHANTS SAVINGS BA,25
2064,0000010494,3,MOUNT VERNON B&TC,MOUNT VERNON BANK & TRUST COMP,170
2065,0000010505,3,KANSAS ST BK,KANSAS STATE BANK,70
2066,0000010523,3,BANK OF CMRC & TC,BANK OF COMMERCE & TRUST CO.,101
2067,0000010534,3,CITY SVG B&TC,CITY SAVINGS BANK AND TRUST CO,534
2068,0000010576,3,FIRST SOUTHEAST BK,FIRST SOUTHEAST BANK,65
2069,0000010581,3,BEACON BK,BEACON BANK,46
2070,0000010588,3,FIRST ST BK,FIRST STATE BANK,72
2071,0000010595,3,COMMUNITY FIRST BK,COMMUNITY FIRST BANK,92
2072,0000010606,3,BANK OF URBANA,BANK OF URBANA,159
2073,0000010608,3,UNICO BK,UNICO BANK,219
2074,0000010619,3,HAWTHORN BK,HAWTHORN BANK,790
2075,0000010623,3,STATE BK OF MISSOURI,STATE BANK OF MISSOURI,45
2076,0000010628,3,PREFERRED BK,PREFERRED BANK,42
2077,0000010634,3,PINNACLE BK,PINNACLE BANK,2602
2078,0000010643,3,SECURITY ST BK,SECURITY STATE BANK,325
2079,0000010650,3,HOME ST BK,HOME STATE BANK,76
2080,0000010653,3,MURRAY ST BK,MURRAY STATE BANK,52
