,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1029,0000368951,2,KAW VALLEY ST B&TC,KAW VALLEY STATE BANK & TRUST,187
1030,0000369453,2,IMPACT BK,IMPACT BANK,32
1031,0000371232,2,FIRST CMNTY B&TC,FIRST COMMUNITY BANK AND TRUST,111
1032,0000374653,2,FIRST PREMIER BK,FIRST PREMIER BANK,864
1033,0000379171,2,BANKLIBERTY,BANKLIBERTY,108
1034,0000379470,2,CANTON CO-OP BK,CANTON COOPERATIVE BANK,45
1035,0000380458,2,TEXAS RGNL BK,TEXAS REGIONAL BANK,87
1036,0000382742,2,OSB CMNTY BK,OSB COMMUNITY BANK,20
1037,0000386852,2,CENTRAL BK OF WARRENSBURG,CENTRAL BANK OF WARRENSBURG,229
1038,0000391959,2,FIRST BK OF UTICA,FIRST BANK OF UTICA,51
1039,0000397755,2,LEGACY BK & TR CO,LEGACY BANK & TRUST,175
1040,0000398051,2,FARMERS & MRCH BK ASHLAND,FARMERS & MRCH BK ASHLAND,32
1041,0000398350,2,BANK SNB,BANK SNB,983
1042,0000403151,2,CORNERSTONE BK,CORNERSTONE BANK,517
1043,0000408642,2,BANKERS BK,BANKERS' BANK,1276
1044,0000414102,2,ALDEN ST BK,ALDEN STATE BANK,385
1045,0000417626,2,PUTNAM CTY BK,PUTNAM COUNTY BANK,489
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1046,0000423458,2,SOUTHWEST BK,SOUTHWEST BANK,819
1047,0000427241,2,FRIENDSHIP ST BK,THE FRIENDSHIP STATE BANK,590
1048,0000428547,2,ST CHARLES B&TC,ST CHARLES BANK AND TRUST,34
1049,0000431172,2,PACIFIC PREMIER BK,PACIFIC PREMIER BANK,102
1050,0000433943,2,WASHINGTON ST BK,WASHINGTON STATE BANK,278
1051,0000435750,2,FIRST ST BK,FIRST STATE BANK,755
1052,0000440110,2,LIVERPOOL CMNTY BK,LIVERPOOL COMMUNITY BANK,99
1053,0000440857,2,AMERICAS CMNTY BK,AMERICA'S COMMUNITY BANK,12
1054,0000442806,2,FIRST IPSWICH BK,FIRST IPSWICH BANK,65
1055,0000450959,2,SECURITY FNCL BK,SECURITY FINANCIAL BANK,276
1056,0000453446,2,EAGLE B&TC,EAGLE BANK & TRUST COMPANY,644
1057,0000456045,2,CENTENNIAL BK,CENTENNIAL BANK,3816
1058,0000456157,2,PEOPLES BK MW,PEOPLES BANK MIDWEST,311
1059,0000457547,2,CENTRUE BK,CENTRUE BANK,457
1060,0000463650,2,ADAMS B&TC,ADAMS BANK & TRUST,520
1061,0000465243,2,GARRETT ST BK,GARRETT STATE BANK,271
1062,0000466754,2,BANK OF FAYETTE CTY,THE BANK OF FAYETTE COUNTY,212
1063,0000466857,2,HAPPY ST BK,HAPPY STATE BANK,1499
1064,0000468954,2,TRADITION BK,TRADITION BANK,32
1065,0000473266,2,TEXAS FIRST BK,TEXAS FIRST BANK,75
1066,0000475354,2,FARMERS ST BK,FARMERS STATE BANK,290
1067,0000478766,2,LIBERTY BK,LIBERTY BANK,5
1068,0000479839,2,TENNESSEE ST BK,TENNESSEE STATE BANK,349
1069,0000480808,2,SAVINGS INST BK & TR CO,SAVINGS INSTITUTE BANK & TRUST,639
1070,0000487357,2,TOWN & COUNTRY BK,TOWN & COUNTRY BANK,509
1071,0000491251,2,MISSOURI BK II,THE MISSOURI BANK II,82
1072,0000497039,2,COMMERCIAL BK,COMMERCIAL BANK,471
1073,0000498317,2,OHIO VALLEY BK CO,THE OHIO VALLEY BANK COMPANY,577
1074,0000499453,2,FIRST ST BK NE,FIRST STATE BANK NEBRASKA,656
1075,0000504311,2,GENOA BKG CO,GENOA BANKING COMPANY,483
1076,0000506249,2,CENTRAL BK OF ST LOUIS,CENTRAL BANK OF ST LOUIS,1832
1077,0000506922,2,SANDY SPRING BK,SANDY SPRING BANK,1817
1078,0000508355,2,AMERISTATE BK,AMERISTATE BANK,120
1079,0000509400,2,CITIZENS NB,THE CITIZENS NATIONAL BANK,21
1080,0000509811,2,COMMUNITY TR BK INC,COMMUNITY TRUST BANK,2951
1081,0000516855,2,SECURITY BK,SECURITY BANK,85
1082,0000517357,2,CITIZENS BK OKLAHOMA,CITIZENS BANK OF OKLAHOMA,66
1083,0000517441,2,BANK OF BRODHEAD,BANK OF BRODHEAD,79
1084,0000524953,2,FIRST PRYORITY BK,FIRST PRYORITY BANK,9
1085,0000528102,2,NORTH BROOKFIELD SVG BK,NORTH BROOKFIELD SAVINGS BANK,239
1086,0000528960,2,TEXAS CMNTY BK,TEXAS COMMUNITY BANK,337
1087,0000529958,2,TIB THE INDEP BANKERSBANK,TIB THE INDEPENDENT BANKERSBAN,2236
1088,0000533227,2,METAMORA ST BK,METAMORA STATE BANK,25
1089,0000534774,2,VA COMMONWEALTH BK,VIRGINIA COMMONWEALTH BANK,52
1090,0000539032,2,BANK INDEP,BANK INDEPENDENT,1127
1091,0000539340,2,DEMOTTE ST BK,DEMOTTE STATE BANK,184
1092,0000539377,2,UNITED BK,UNITED BANK,352
1093,0000540056,2,FIRSTBANK OF NE,FIRSTBANK OF NEBRASKA,205
1094,0000540542,2,G W JONES EXCHANGE BK,G.W. JONES EXCHANGE BANK,24
1095,0000542528,2,CIVISTA BK,CIVISTA BANK,773
1096,0000542649,2,CHEMICAL BK,CHEMICAL BANK,7540
1097,0000544652,2,CORNHUSKER BK,CORNHUSKER BANK,763
1098,0000546003,2,BANKNEWPORT,BANKNEWPORT,783
1099,0000546544,2,CENTRAL BK,CENTRAL BANK,693
1100,0000546647,2,COMMUNITY BANK,COMMUNITY BANK,13
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1101,0000551016,2,FLEETWOOD BK,FLEETWOOD BANK,191
1102,0000552059,2,BANK OF THE FLINT HILLS,BANK OF THE FLINT HILLS,90
1103,0000554857,2,FIVE POINTS BK,FIVE POINTS BANK,368
1104,0000564977,2,TERRITORIAL SB,TERRITORIAL SAVINGS BANK,1171
1105,0000566056,2,SECURITY BK,SECURITY BANK,42
1106,0000566243,2,GLENWOOD ST BK,GLENWOOD STATE BANK,79
1107,0000569422,2,FIRST CENTURY BK,"FIRST CENTURY BANK, INC.",236
1108,0000571443,2,FARMERS ST BK,THE FARMERS STATE BANK,68
1109,0000574051,2,HERITAGE BK,HERITAGE BANK,45
1110,0000576952,2,FIRST NE BK,FIRST NEBRASKA BANK,309
1111,0000577128,2,PEOPLES BANKING & TRUST CO.,PEOPLES BANKING AND TRUST COMP,1898
1112,0000580155,2,PLATTE VALLEY BK,PLATTE VALLEY BANK,462
1113,0000582953,2,CHARTER WEST NB,CHARTER WEST BANK,1173
1114,0000590220,2,UWHARRIE BK,UWHARRIE BANK,720
1115,0000590248,2,TOWN & COUNTRY BK,TOWN AND COUNTRY BANK,415
1116,0000590976,2,FINANCIAL FED BK,FINANCIAL FEDERAL BANK,525
1117,0000592448,2,EVOLVE B&TC,EVOLVE BANK & TRUST,7276
1118,0000595430,2,STATE BK OF THE LAKES,STATE BANK OF THE LAKES,60
1119,0000596848,2,AMERICAN T&SB,AMERICAN TRUST & SAVINGS BANK,949
1120,0000601416,2,FIVE STAR BK,FIVE STAR BANK,1797
1121,0000601733,2,PEOPLES SOUTHERN BK,PEOPLES SOUTHERN BANK,105
1122,0000603232,2,BANK OF GUEYDAN,BANK OF GUEYDAN,3
1123,0000604024,2,MINSTER BK,MINSTER BANK,377
1124,0000613156,2,FIRST MT BK,FIRST MONTANA BANK,94
1125,0000614313,2,STATE B&TC,THE STATE BANK AND TRUST CO,2022
1126,0000614340,2,CSB BK,CSB BANK,231
1127,0000615217,2,NORTH SIDE B&TC,NORTH SIDE BANK AND TRUST CO.,160
1128,0000617024,2,NEWBRIDGE BK,NEWBRIDGE BANK,1292
1129,0000618740,2,FIELD & MAIN BK,FIELD & MAIN BANK,350
1130,0000619327,2,FARMERS BK WINDSOR VA,FARMERS BANK,74
1131,0000622756,2,COLLEGIATE PEAKS BK,COLLEGIATE PEAKS BANK,93
1132,0000623454,2,BANK & TR SSB,"THE BANK AND TRUST, S.S.B.",266
1133,0000625654,2,COUNTRY CLUB BK,COUNTRY CLUB BANK,312
1134,0000627407,2,SOUTHBRIDGE SVG BK,SOUTHBRIDGE SAVINGS BANK,475
1135,0000633640,2,HENDRICKS CTY B&TC,HENDRICKS COUNTY BANK,79
1136,0000636771,2,INDEPENDENT BK,INDEPENDENT BANK,3506
1137,0000637451,2,PLAINSCAPITAL BK,PLAINSCAPITAL BANK,304
1138,0000638346,2,UNITED COMMUNITY BANK,UNITED COMMUNITY BANK,8
1139,0000643340,2,EASTERN MI BK,EASTERN MICHIGAN BANK,88
1140,0000645317,2,ADIRONDACK TC,ADIRONDACK TC,221
1141,0000645465,2,VISTA BK,VISTA BANK,127
1142,0000646453,2,NORTHSTAR BK OF TX,NORTHSTAR BANK OF TEXAS,1862
1143,0000648130,2,COCONUT GROVE BK,COCONUT GROVE BANK,8
1144,0000652753,2,LAWSON BK,LAWSON BANK,44
1145,0000653433,2,FARMERS ST BK WESTERN IL,FARMERS STATE BANK OF WIL,55
1146,0000653648,2,FIRST AMER BK,FIRST AMERICAN BANK,1097
1147,0000654300,2,WASHINGTON SVG BK,WASHINGTON SAVINGS BANK,224
1148,0000657365,2,HANMI BK,HANMI BANK,361
1149,0000657459,2,MIDWEST BANKCENTRE,MIDWEST BANKCENTRE,991
1150,0000657758,2,CITIZENS B&TC,CITIZENS BANK AND TRUST CO.,26
1151,0000658924,2,FARMERS & MINERS BK,FARMERS AND MINERS BANK,151
1152,0000659855,2,FIRST INTRST BK,FIRST INTERSTATE BANK,8154
1153,0000662350,2,WAHOO ST BK,WAHOO STATE BANK,71
1154,0000662659,2,COMMERCIAL ST BK,COMMERCIAL STATE BANK,70
1155,0000663656,2,GARDNER BK,GARDNER BANK,42
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1156,0000664831,2,NORTH BK,NORTH BANK,10
1157,0000666657,2,GUARANTY B&TC,GUARANTY BANK AND TRUST CO,459
1158,0000667524,2,BANK OF CHARLOTTE CTY,THE BANK OF CHARLOTTE COUNTY,89
1159,0000667757,2,ORIGIN BK,ORIGIN BANK,8253
1160,0000671053,2,STOCK EXCH BK,THE STOCK EXCHANGE BANK,86
1161,0000671147,2,PRIMEBANK,PRIMEBANK,353
1162,0000672573,2,PROFILE BK,PROFILE BANK,146
1163,0000677644,2,FARMERS & MERCHANTS BK,FARMERS AND MERCHANTS BANK,264
1164,0000678744,2,CENTRAL ST BK,CENTRAL STATE BANK,92
1165,0000679826,2,MIDDLEBURG BK,MIDDLEBURG BANK,122
1166,0000680130,2,CITIZENS TR BK,CITIZENS TRUST BANK,52
1167,0000680457,2,YELLOWSTONE BK,YELLOWSTONE BANK,517
1168,0000685676,2,OPPORTUNITY BK OF MT,OPPORTUNITY BANK OF MONTANA,1599
1169,0000686459,2,EXCHANGE BK OF MO,EXCHANGE BANK OF MISSOURI,157
1170,0000687951,2,FIRST WESTERN B&TC,FIRST WESTERN BANK & TRUST,113
1171,0000693224,2,UNION FIRST MKT BK,UNION BANK & TRUST,1030
1172,0000695349,2,TRI-COUNTY BK,TRI-COUNTY BANK,328
1173,0000697763,2,WESTAMERICA BK,WESTAMERICA BANK,8
1174,0000697978,2,COMMUNITY BK OF THE CHESAPEAKE,COMMUNITY BANK THE CHESAPEAKE,107
1175,0000699105,2,BRIDGEWATER SVG BK,BRIDGEWATER SAVINGS BANK,499
1176,0000701736,2,BRAND BKG CO,THE BRAND BANKING COMPANY,170
1177,0000701950,2,KCB BK,KCB BANK,142
1178,0000704559,2,CENTRAL BK OF THE MW,CENTRAL BANK OF THE MIDWEST,465
1179,0000704755,2,PROVIDENCE BK,PROVIDENCE BANK,310
1180,0000706151,2,STATE BK OF TX,THE STATE BANK OF TEXAS,6
1181,0000706254,2,COMMUNITY ST BK,THE COMMUNITY STATE BANK,163
1182,0000708164,2,LIBERTY BK,LIBERTY BANK,84
1183,0000708333,2,FIRST PEOPLES BK INC,FIRST PEOPLES BANK,81
1184,0000709143,2,MIDWEST BK,MIDWEST BANK,529
1185,0000710176,2,FIRST MO BK,FIRST MISSOURI BANK,117
1186,0000711520,2,MINERS EXCH BK,MINERS EXCHANGE BANK,131
1187,0000711548,2,CHELSEA ST BK,CHELSEA STATE BANK,40
1188,0000713140,2,FIRST DELTA BK,FIRST DELTA BANK,11
1189,0000713926,2,FARMERS & MERCHANTS BK,FARMERS & MERCHANTS BANK,631
1190,0000715144,2,GRUNDY BK,GRUNDY BANK,367
1191,0000716833,2,MARQUETTE BK,MARQUETTE BANK,1433
1192,0000719656,2,CALLAWAY BK,THE CALLAWAY BANK,447
1193,0000722432,2,BANK OF ROMNEY,THE BANK OF ROMNEY,252
1194,0000722816,2,SOLVAY BK,SOLVAY BANK,382
1195,0000723653,2,WESTERN BK,WESTERN BANK,68
1196,0000723822,2,VIRGINIA B&TC,VIRGINIA BANK & TRUST COMPANY,94
1197,0000724744,2,GNB BK,GNB BANK,153
1198,0000726953,2,UNITED TX BK,UNITED TEXAS BANK,6
1199,0000728452,2,VERUS BK,VERUS BANK,77
1200,0000730446,2,ACKLEY ST BK,ACKLEY STATE BANK,42
1201,0000734613,2,BANK OF LANDISBURG,THE BANK OF LANDISBURG,262
1202,0000736550,2,UNION ST BK,UNION STATE BANK OF EVEREST,178
1203,0000738303,2,EAST CAMBRIDGE SVG BK,EAST CAMBRIDGE SAVINGS BANK,699
1204,0000744238,2,FARMERS AND MECHANICS BK,THE FARMERS AND MECHANICS BANK,404
1205,0000744573,2,LIBERTY BK OF MD,LIBERTY BANK OF MARYLAND,29
1206,0000746429,2,BANK OF MCKENNEY,BANK OF MCKENNEY,149
1207,0000747257,2,HALSTEAD BK,THE HALSTEAD BANK,147
1208,0000747846,2,PORT BYRON ST BK,PORT BYRON STATE BANK,90
1209,0000748665,2,SHANGHAI CMRL BK SF BR,"SHANGHAI COMMERCIAL BANK, LTD.",73
1210,0000749635,2,AUBURNBANK,AUBURNBANK,583
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1211,0000751656,2,FRANDSEN B&T,FRANDSEN BANK & TRUST,1264
1212,0000753324,2,BANK OF CLARKE CTY,BANK OF CLARKE COUNTY,280
1213,0000759045,2,FIRST EAGLE BK,FIRST EAGLE BANK,175
1214,0000763556,2,PLAZA PARK ST BK,PLAZA PARK STATE BANK,79
1215,0000765019,2,BRYN MAWR TC,THE BRYN MAWR TRUST COMPANY,972
1216,0000772008,2,SOUTH SHORE BK,SOUTH SHORE BANK,175
1217,0000773247,2,MIDLAND STATES BK,MIDLAND STATES BANK CORP,3471
1218,0000776659,2,NORTHSTAR BK OF CO,NORTHSTAR BANK COLORADO,47
1219,0000777366,2,BANK OF THE ORIENT,BANK OF THE ORIENT,37
1220,0000781028,2,ESSEX BK,ESSEX BANK,557
1221,0000782306,2,BROOKLINE BK,BROOKLINE BANK,221
1222,0000783910,2,NORTH VALLEY BK,NORTH VALLEY BANK,163
1223,0000785473,2,FIRST SAVINGS BK,FIRST SAVINGS BANK,435
1224,0000786555,2,PEOPLES ST BK OF PLAINVIEW,PEOPLES STATE BANK OF PLAINVIE,212
1225,0000786742,2,FIRST CITIZENS BK,FIRST CITIZENS BANK,175
1226,0000790721,2,EVB,EVB,195
1227,0000804422,2,FARMERS & MRCH BK OF CRAIG CTY,FARMERS & MRCH BK OF CRAIG CTY,88
1228,0000807348,2,BANK OF OAKFIELD,BANK OF OAKFIELD,153
1229,0000813572,2,CECIL BK,CECIL BANK,21
1230,0000813853,2,COMMUNITY RESOURCE BK,COMMUNITY RESOURCE BANK,146
1231,0000813947,2,ALPINE B&TC,ALPINE BANK & TRUST CO,2169
1232,0000816304,2,MARBLEHEAD BK,MARBLEHEAD BANK,120
1233,0000819855,2,PEOPLES BK,PEOPLES BANK,473
1234,0000825940,2,BANK OF BUFFALO,BANK OF BUFFALO,39
1235,0000828651,2,ANB BK,ANB BANK,487
1236,0000830542,2,CBI BANK & TRUST,CBI BANK & TRUST,527
1237,0000831576,2,BANKTENNESSEE,BANKTENNESSEE,66
1238,0000833271,2,CONESTOGA BK,CONESTOGA BANK,89
1239,0000833404,2,FALL RIVER FIVE CENTS SVGS BK,FALL RIVER FIVE CENTS SVGS BK,751
1240,0000833749,2,WOODTRUST BK,WOODTRUST BANK,171
1241,0000839255,2,FNB CMNTY BK,FNB COMMUNITY BANK,208
1242,0000844567,2,POINTBANK,POINTBANK,53
1243,0000846619,2,CORTLAND SVG & BKG CO,CORTLAND SAVINGS & BANKING CO,659
1244,0000852544,2,SOUTHERN BANCORP BK,SOUTHERN BANCORP BANK,1058
1245,0000853112,2,HEARTLAND BK,HEARTLAND BANK,237
1246,0000853952,2,CENTRAL TR BK,CENTRAL TRUST BANK,1099
1247,0000854454,2,JEFFERSON BK OF MO,JEFFERSON BANK OF MISSOURI,732
1248,0000858528,2,BANK OF MARION,THE BANK OF MARION,315
1249,0000859002,2,EASTHAMPTON SVG BK,EASTHAMPTON SAVINGS BANK,657
1250,0000859655,2,BANKERS BK,THE BANKERS BANK,1
1251,0000861304,2,ELMIRA SVGS BK,ELMIRA SAVINGS BANK,1489
1252,0000863746,2,FARMERS & MRCH SVG BK,F & M BANK,360
1253,0000865450,2,PROFINIUM,"PROFINIUM, INC",166
1254,0000869663,2,CITIZENS 1ST BK,CITIZENS 1ST BANK,229
1255,0000871769,2,FARMERS & MRCH BK,FARMERS AND MERCHANTS BANK,702
1256,0000874845,2,LAKE CITY BK,LAKE CITY BANK,1291
1257,0000876634,2,CAPITAL CITY BK,CAPITAL CITY BANK,1889
1258,0000877154,2,CITIZENS ST BK,CITIZENS STATE BANK,321
1259,0000878898,2,LEGACYTEXAS BANK,LEGACYTEXAS BANK,4443
1260,0000882242,2,ROLLING HILLS B&T,ROLLING HILLS BANK & TRUST,118
1261,0000884303,2,CHEMUNG CANAL TC,CHEMUNG CANAL TRUST COMPANY,1206
1262,0000884358,2,FIRST ST BK OF LIVINGSTON,FIRST STATE BANK OF LIVINGSTON,83
1263,0000886204,2,WATERTOWN SVG BK,WATERTOWN SAVINGS BANK,238
1264,0000886624,2,CLEAR MNT BK,CLEAR MOUNTAIN BANK,707
1265,0000894245,2,MAINSTREET BK,MAINSTREET BANK,17
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1266,0000896856,2,CASTLE ROCK BK,CASTLE ROCK BANK,27
1267,0000899428,2,FIRST BK,FIRST BANK,375
1268,0000904845,2,BANK OF CADIZ & TC,BANK OF CADIZ AND TRUST CO.,66
1269,0000909055,2,PEOPLES B&TC CO,PEOPLES BANK & TRUST CO.,232
1270,0000909541,2,KING SOUTHERN BK,KING SOUTHERN BANK,53
1271,0000910118,2,TIOGA ST BK,TIOGA STATE BANK,443
1272,0000911825,2,HERITAGE BK,HERITAGE BANK,12
1273,0000913838,2,EAST DUBUQUE SVG BK,EAST DUBUQUE SAVINGS BANK,225
1274,0000914648,2,BANKFIRST FINANCIAL SVC,BANKFIRST FINANCIAL SERVICES,781
1275,0000916857,2,FIRSTOAK BK,FIRSTOAK BANK,76
1276,0000919568,2,FIRST CAP BK,FIRST CAPITAL BANK,20
1277,0000920210,2,JIM THORPE NEIGH BK,JIM THORPE NEIGHBORHOOD BANK,129
1278,0000920854,2,PIONEER BK,PIONEER BANK,237
1279,0000925653,2,BANK OF TX,BANK OF TEXAS,13
1280,0000928618,2,AMERISERV FNCL BK,AMERISERV FINANCIAL BANK,543
1281,0000932745,2,FIRST CMNTY BK,FIRST COMMUNITY BANK,165
1282,0000933023,2,CNB,CNB,172
1283,0000933975,2,BANK OF UT,BANK OF UTAH,2038
1284,0000935111,2,MERCHANTS BK OF BANGOR,MERCHANTS BANK OF BANGOR,164
1285,0000939070,2,EASTERN SVGS BK,EASTERN SAVINGS BANK,291
1286,0000941541,2,PEOPLES BK OF ALTENBURG,PEOPLES BANK OF ALTENBURG,24
1287,0000945053,2,RCB BK,RCB BANK,1488
1288,0000947628,2,PEOPLES CMNTY BK,PEOPLES COMMUNITY BANK,153
1289,0000947776,2,CHARLES RIVER BK,CHARLES RIVER BANK,189
1290,0000956376,2,BANK OF EASTON,BANK OF EASTON,59
1291,0000957757,2,COMMUNITY B&TC,COMMUNITY BANK AND TRUST,410
1292,0000969424,2,HIGHLANDS UNION BK,HIGHLANDS UNION BANK,320
1293,0000973056,2,BANK OF HILLSBORO,BANK OF HILLSBORO,34
1294,0000973364,2,CENTENNIAL BK,CENTENNIAL BANK,230
1295,0000976226,2,FAUQUIER BK,THE FAUQUIER BANK,103
1296,0000982348,2,IOWA ST BK,IOWA STATE BANK,360
1297,0000988452,2,FIRST BETHANY BK & TR,FIRST BETHANY BANK & TRUST,38
1298,0000990352,2,UNITED B&TC,UNITED BANK & TRUST,241
1299,0000991135,2,STATE BK GENEVA,THE STATE BANK OF GENEVA,23
1300,0000991340,2,1ST SOURCE BK,1ST SOURCE BANK,2336
1301,0000991621,2,CITIZENS B&TC,CITIZENS BANK & TRUST CO.,220
1302,0000993250,2,FIRST CMNTY BK,FIRST COMMUNITY BANK,10
1303,0001007846,2,FIRST MW BK,FIRST MIDWEST BANK,6147
1304,0001008674,2,READING CO-OP BK,READING COOPERATIVE BANK,254
1305,0001010930,2,UNITED BK,UNITED BANK INC,2817
1306,0001014853,2,CITIZENS BK OF KS,CITIZENS BANK OF KANSAS,338
1307,0001093317,2,TOWN & CNTRY BANC MTG SVC,TOWN AND COUNTRY BANC MORTGAGE,1735
1308,0001097267,2,BARTLETT MORTGAGE INC,"BARTLETT MORTGAGE, INC",398
1309,0001161029,2,BANK OF HAMPTON ROADS,THE BANK OF HAMPTON ROADS,169
1310,0001162017,2,UNITED SCTY BK,UNITED SECURITY BANK,51
1311,0001187001,2,INTERBANK,INTERBANK,1388
1312,0001216826,2,SILVERGATE BK,SILVERGATE BANK,317
1313,0001218446,2,BANKERS BK OF KS,BANKERS' BANK OF KANSAS,1
1314,0001225033,2,COMMUNITY FIRST BANK,COMMUNITY FIRST BANK,44
1315,0001397471,2,BANK OF LITTLE ROCK,BANK OF LITTLE ROCK,48
1316,0001421161,2,BANK OF BLUE VALLEY,BANK OF BLUE VALLEY,280
1317,0001445943,2,WHITAKER BK,"WHITAKER BANK, INC.",741
1318,0001447639,2,WESTSTAR BK,WESTSTAR BANK,53
1319,0001479470,2,WOODLANDS BK,WOODLANDS BANK,405
1320,0001836701,2,ENTERPRISE BK,ENTERPRISE BANK,48
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1321,0001864197,2,OAK VALLEY CMNTY BK,OAK VALLEY COMMUNITY BANK,60
1322,0001917301,2,LAKE FOREST B&TC,LAKE FOREST BANK & TRUST CO,39
1323,0001972298,2,MY BK,MYBANK,70
1324,0002044811,2,WHEATON B&TC,WHEATON BANK & TRUST COMPANY,58
1325,0002044820,2,COMMUNITY BK OF ELMHURST,COMMUNITY BANK OF ELMHURST,10
1326,0002119773,2,HINSDALE B&TC,HINSDALE BANK & TRUST COMPANY,83
1327,0002142155,2,QUAD CITY B&TC,QUAD CITY BANK AND TRUST,167
1328,0002209553,2,HERITAGE BK OF CMRC,HERITAGE BANK OF COMMERCE,24
1329,0002219664,2,FIRST WESTERN MORTGAGE,FIRST WESTERN MORTGAGE,277
1330,0002239288,2,WINTRUST BK,WINTRUST BANK,205
1331,0002298995,2,VILLAGE B&TC,VILLAGE BANK & TRUST,54
1332,0002304636,2,COMMUNITY BK,COMMUNITY BANK,120
1333,0002317672,2,FIRST AMERICAN ST BK,FIRST AMERICAN STATE BANK,100
1334,0002333298,2,FIRST B&T,FIRST BANK & TRUST,41
1335,0002339795,2,LIBERTYVILLE B&TC,LIBERTYVILLE BANK AND TRUST CO,46
1336,0002353595,2,FIRST CMNTY BK,FIRST COMMUNITY BANK,1540
1337,0002354985,2,CUSTOMERS BK,CUSTOMERS BANK,969
1338,0002360904,2,PACIFIC GLOBAL BK,PACIFIC GLOBAL BANK,206
1339,0002371508,2,PATRIOT BK,PATRIOT BANK,48
1340,0002399119,2,FIRST CAPITAL BK OF KY,THE FIRST CAPITAL BANK OF KENT,529
1341,0002434113,2,BANK RHODE ISLAND,BANK RHODE ISLAND,299
1342,0002471239,2,CFG CMNTY BK,CFG COMMUNITY BANK,11
1343,0002533119,2,NORTHSIDE CMNTY BK,NORTHSIDE COMMUNITY BANK,12
1344,0002562164,2,COASTAL CMNTY BK,COASTAL COMMUNITY BANK,96
1345,0002577739,2,BANK OF JACKSON,BANK OF JACKSON,116
1346,0002580243,2,AMERICAN BK,AMERICAN BANK,81
1347,0002594240,2,CAPITAL BK,THE CAPITAL BANK,20
1348,0002631172,2,STATE BK FNCL,STATE BANK FINANCIAL,123
1349,0002631846,2,NORTH AMER BKG CO,NORTH AMERICAN BANKING COMPANY,29
1350,0002652092,2,EAGLEBANK,EAGLEBANK,2328
1351,0002668598,2,PORTAGE CMNTY BK,PORTAGE COMMUNITY BANK,404
1352,0002685296,2,JOHNSON MTG CO LLC,JOHNSON MORTGAGE COMPANY LLC,223
1353,0002687133,2,PREMIER BK,PREMIER BANK,157
1354,0002693264,2,TOWN BK,TOWN BANK,89
1355,0002705895,2,METROPOLITAN CMRL BK,METROPOLITAN COMMERCIAL BANK,13
1356,0002716828,2,FIRST CMNTY BK,FIRST COMMUNITY BANK OF EASTER,79
1357,0002717012,2,PACIFIC MERC BK,PACIFIC MERCANTILE BANK,32
1358,0002718345,2,MONARCH BK,MONARCH BANK,10910
1359,0002735137,2,FREEDOM FNCL BK,FREEDOM FINANCIAL BANK,37
1360,0002736451,2,NEW PEOPLES BK,"NEW PEOPLES BANK, INC.",670
1361,0002736714,2,MISSION BK,MISSION BANK,20
1362,0002742153,2,FIRST CAP BK,FIRST CAPITAL BANK,31
1363,0002785477,2,ASIAN BK,ASIAN BANK,39
1364,0002785646,2,OLD MO BK,OLD MISSOURI BANK,275
1365,0002787770,2,BANK OF THE JAMES,BANK OF THE JAMES,165
1366,0002788496,2,UNION MTG GRP,UNION MORTGAGE GROUP,2775
1367,0002793593,2,SOUTHERN BK OF TN,SOUTHERN BANK OF TENNESSEE,355
1368,0002813491,2,PEOPLES' BK ARLINGTON HEIGHTS,PEOPLES BK ARLINGTON HEIGHTS,7
1369,0002826316,2,CENTRAL BK OF OKLAHOMA,CENTRAL BANK OF OKLAHOMA,190
1370,0002836306,2,BUCKEYE CMNTY BK,BUCKEYE COMMUNITY BANK,66
1371,0002845755,2,FLAGLER BK,FLAGLER BANK,10
1372,0002877345,2,INSBANK,INSBANK,22
1373,0002888798,2,PRIMELENDING A PLAINSCAPITAL C,PRIMELENDING,79276
1374,0002895152,2,BANK OF LITTLE ROCK MTG CORP,BANK OF LITTLE ROCK MORTGAGE C,1641
1375,0002915461,2,NORTH ST BK,NORTH STATE BANK,3514
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1376,0002938198,2,NORTHBROOK B&TC,NORTHBROOK BANK & TRUST CO,62
1377,0002939001,2,CENTURY BK OF FL,CENTURY BANK OF FLORIDA,23
1378,0002939391,2,PEOPLES BK,PEOPLES BANK,55
1379,0002942823,2,UNITED BK OF EL PASO DEL NORTE,UNITED BANK OF EL PAOS DEL NOR,21
1380,0002963547,2,LANDMARK CMNTY BK,LANDMARK COMMUNITY BANK,70
1381,0003019982,2,FREEDOM BK OF VIRGINIA,FREEDOM BANK OF VIRGINIA,405
