,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1599,0000005033,3,DART BK,DART BANK,2207
1600,0000005095,3,STAR BK,STAR BANK,102
1601,0000005116,3,GRANITE CMNTY BK,GRANITE COMMUNITY BANK,42
1602,0000005123,3,DEERWOOD BK,DEERWOOD BANK,389
1603,0000005151,3,FIRST MN BK,FIRST MINNESOTA BANK,322
1604,0000005216,3,AMERICAN BK NORTH,AMERICAN BANK OF THE NORTH,504
1605,0000005229,3,FORESIGHT BK,FORESIGHT BANK,199
1606,0000005271,3,ROUNDBANK,ROUNDBANK,309
1607,0000005394,3,FIRST B&TC,FIRST BANK AND TRUST COMPANY,52
1608,0000005396,3,CITY B&TC,CITY BANK & TRUST CO.,33
1609,0000005415,3,SECURITY FIRST BK,SECURITY FIRST BANK,408
1610,0000005417,3,AMFIRST BK,AMFIRST BANK,19
1611,0000005469,3,CITIZENS B&TC,CITIZENS BANK & TRUST COMPANY,78
1612,0000005568,3,HERRING BK,HERRING BANK,346
1613,0000005598,3,TROY B&TC,TROY BANK AND TRUST,540
1614,0000005602,3,UNION ST BK,UNION STATE BANK,34
1615,0000005615,3,CHAMBERS BK,CHAMBERS BANK,156
1616,0000005629,3,HOMEBANK OF AR,HOMEBANK OF ARKANSAS,44
1617,0000005633,3,FIRST SECURITY BK,FIRST SECURITY BANK,2747
1618,0000005635,3,CORNERSTONE BK,CORNERSTONE BANK,101
1619,0000005636,3,BANK OF GRAVETT,BANK OF GRAVETT,98
1620,0000005673,3,CITIZENS B&TC,CITIZENS BANK AND TRUST,170
1621,0000005676,3,BRANNEN BK,BRANNEN BANK,545
1622,0000005685,3,SOUTHEASTERN BK,SOUTHEASTERN BANK,290
1623,0000005694,3,PRIMESOUTH BK,PRIMESOUTH BANK,433
1624,0000005716,3,FARMERS & MRCH BK,FARMERS AND MERCHANTS BANK,429
1625,0000005722,3,PHILO EXCHANGE BK,PHILO EXCHANGE BANK,24
1626,0000005730,3,STATE BK OF ST JACOB,STATE BANK OF ST. JACOB,20
1627,0000005749,3,GERMAN AMER ST BK,GERMAN AMERICAN STATE BANK,69
1628,0000005754,3,"FIRST T&SB ALBANY, IL","FIRST T&SVG BK OF ALBANY, IL",175
1629,0000005766,3,MAINSOURCE BK,MAINSOURCE,4646
1630,0000005768,3,FOUNTAIN TC,THE FOUNTAIN TRUST COMPANY,303
1631,0000005796,3,EARLHAM SVG BK,EARLHAM SAVINGS BANK,190
1632,0000005820,3,STATE CENT BK,STATE CENTRAL BANK,15
1633,0000005840,3,CITIZENS UNION BK,CITIZENS UNION BANK,679
1634,0000005847,3,PEOPLES BK MT WASHINGTON,PEOPLES BANK MT WASHINGTON,64
1635,0000005854,3,SOUTH CENT BK,SOUTH CENTRAL BANK INC,1375
1636,0000005866,3,NEW WINDSOR ST BK,NEW WINDSOR STATE BANK,112
1637,0000005867,3,BANK OF OCEAN CITY,BANK OF OCEAN CITY,71
1638,0000005873,3,WOODSBORO BK,WOODSBORO BANK,68
1639,0000005874,3,CALVIN B TAYLOR BKG CO BERLIN,CALVIN B TAYLOR BANKING CO. OF,213
1640,0000005885,3,FARMERS BK OF WILLARDS,THE FARMERS BANK OF WILLARDS,165
1641,0000005892,3,KALAMAZOO CTY ST BK,KALAMAZOO COUNTY STATE BANK,43
1642,0000005893,3,SSBBANK,SSBBANK,51
1643,0000005903,3,BANKPLUS,BANKPLUS,2731
1644,0000005907,3,FIRST BK,FIRST BANK,295
1645,0000005956,3,PEOPLES BK,PEOPLES BANK,774
1646,0000005962,3,SUTTON BK,SUTTON BANK,137
1647,0000005969,3,FARMERS & MRCH ST BK,THE F&M STATE BANK,908
1648,0000005981,3,COMMUNITY BK,THE COMMUNITY BANK,344
1649,0000005994,3,OKLAHOMA ST BK,OKLAHOMA STATE BANK,27
1650,0000006058,3,ALLEGHENY VALLEY BK,ALLEGHENY VALLEY BANK,378
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1651,0000006078,3,ONE AMER BK,ONE AMERICAN BANK,3
1652,0000006091,3,MACON B&TC,MACON BANK & TRUST COMPANY,146
1653,0000006103,3,CITIZENS BK,CITIZENS BANK,139
1654,0000006104,3,CLAYTON B&TC,CLAYTON BANK AND TRUST,4063
1655,0000006110,3,PEOPLES BK,THE PEOPLES BANK,129
1656,0000006128,3,BANK OF FINCASTLE,THE BANK OF FINCASTLE,52
1657,0000006137,3,BANK OF BOTETOURT,BANK OF BOTETOURT,131
1658,0000006158,3,PEOPLES BK,PEOPLES BANK,2285
1659,0000006161,3,KITSAP BK,KITSAP BANK,456
1660,0000006176,3,PENDLETON CMNTY BK,PENDLETON COMMUNITY BANK,228
1661,0000006186,3,CITIZENS ST BK LOYAL,CITIZENS STATE BANK OF LOYAL,137
1662,0000006194,3,CITIZENS ST BK,CITIZENS STATE BANK,103
1663,0000006212,3,GRANITE BK,GRANITE BANK,127
1664,0000006268,3,MERCHANTS BK,MERCHANTS BANK,701
1665,0000006662,3,RIVERHILLS BK,RIVERHILLS BANK,275
1666,0000006794,3,FNB BK INC,"FNB BANK, INC",130
1667,0000006800,3,FIRST NEIGH BK INC,FIRST NEIGHBORHOOD BANK,59
1668,0000006803,3,MCNB BK&TC,MCNB BANK AND TRUST CO,156
1669,0000007153,3,MAHOPAC BK,MAHOPAC BANK,157
1670,0000007404,3,FIRST KEYSTONE CMNTY BK,FIRST KEYSTONE COMMUNITY BANK,520
1671,0000007461,3,CENTRIC BK,CENTRIC BANK,215
1672,0000007468,3,FIRST COMMONWEALTH BK,FIRST COMMONWEALTH BANK,3182
1673,0000007472,3,FNCB BANK,FNCB BANK,467
1674,0000007506,3,ACNB BK,ACNB BANK,880
1675,0000007514,3,PEOPLES SCTY B&TC,PEOPLES SECURITY BANK & TRUST,619
1676,0000007586,3,LUZERNE BK,LUZERNE BANK,86
1677,0000007598,3,RIVERVIEW BK,RIVERVIEW BANK,461
1678,0000007609,3,FIRST CMNTY BK OF MERCERSBURG,FIRST COMMUNITY BANK OF MERCER,226
1679,0000007614,3,JUNIATA VALLEY BK,THE JUNIATA VALLEY BANK,389
1680,0000007631,3,UNB BK,UNB BANK,163
1681,0000007714,3,QNB BK,QNB BANK,358
1682,0000007748,3,VIST BK,VIST BANK,501
1683,0000007799,3,CITIZENS & NORTHERN BK,CITIZENS & NORTHERN BANK,1112
1684,0000007848,3,COMMUNITY BK,COMMUNITY BANK,614
1685,0000007909,3,MARION CENTER BK,MARION CENTER BANK,216
1686,0000008021,3,WAUCHULA ST BK,WAUCHULA STATE BANK,334
1687,0000008035,3,BATH ST BK,BATH STATE BANK,167
1688,0000008056,3,MERCHANTS BK OF IN,MERCHANTS BANK OF INDIANA,852
1689,0000008058,3,COMMUNITY ST BK OF SW INDIANA,COMMUNITY STATE BANK OF SWI,100
1690,0000008063,3,NORTH SALEM ST BK,NORTH SALEM STATE BANK,194
1691,0000008067,3,COMMUNITY ST BK,COMMUNITY STATE BANK,31
1692,0000008083,3,FAIRFAX ST SVG BK,FAIRFAX STATE SAVINGS BANK,52
1693,0000008120,3,MAGNOLIA BK,MAGNOLIA BANK,6107
1694,0000008122,3,FIRST & PEOPLES B&TC,FIRST & PEOPLES BANK,78
1695,0000008128,3,HANCOCK B&TC,HANCOCK BANK AND TRUST COMPANY,213
1696,0000008136,3,INDEPENDENCE BK OF KY,INDEPENDENCE BANK OF KENTUCKY,1475
1697,0000008140,3,COLFAX BKG CO,COLFAX BANKING COMPANY,118
1698,0000008141,3,SABINE ST B&TC,SABINE STATE BANK,814
1699,0000008143,3,KAPLAN ST BK,KAPLAN STATE BANK,52
1700,0000008149,3,FIRST AMER B&TC,FIRST AMERICAN BANK AND TRUST,618
1701,0000008152,3,CAMBRIDGE TC,CAMBRIDGE TRUST COMPANY,632
1702,0000008188,3,FLAGSHIP BK MN,FLAGSHIP BANK MINNESOTA,74
1703,0000008191,3,FIRST ST BK OF RED WING,FIRST STATE BANK OF RED WING,30
1704,0000008193,3,LAKE CMNTY BK,LAKE COMMUNITY BANK,7
1705,0000008200,3,CITIZENS BK MN,CITIZENS BANK MINNESOTA,234
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1706,0000008202,3,UNITY BK NORTH,UNITY BANK NORTH,62
1707,0000008205,3,AMERICANA CMNTY BK,AMERICANA COMMUNITY BANK,28
1708,0000008210,3,FREEPORT ST BK,FREEPORT STATE BANK,55
1709,0000008214,3,FARMERS ST BK OF HAMEL,FARMERS STATE BANK OF HAMEL,4
1710,0000008232,3,BANK OF HOLLY SPRINGS,BANK OF HOLLY SPRINGS,212
1711,0000008234,3,RIVERHILLS BK,RIVERHILLS BANK,182
1712,0000008259,3,MERCHANTS & FARMERS BK SALISBU,MERCHANTS & FARMERS BANK,33
1713,0000008268,3,FARMERS BK OF LOHMAN,FARMERS BANK OF LOHMAN,16
1714,0000008270,3,MARTINSBURG B&TC,MARTINSBURG BANK AND TRUST,121
1715,0000008283,3,LEAD BK,LEAD BANK,43
1716,0000008295,3,O'BANNON BKG CO,O'BANNON BANKING COMPANY,125
1717,0000008321,3,STOCKMENS BK,STOCKMENS BANK,20
1718,0000008350,3,PLATTSMOUTH ST BK,PLATTSMOUTH STATE BANK,25
1719,0000008354,3,IOWA-NEBRASKA ST BK,IOWA-NEBRASKA STATE BANK,300
1720,0000008355,3,OAK CREEK VALLEY BK,OAK CREEK VALLEY BANK,9
1721,0000008387,3,FIRST ST BK OF ND,FIRST STATE BANK OF ND,29
1722,0000008405,3,FARMERS & MERCHANTS TR CO OF,FARMERS & MERCHANTS TRUST,538
1723,0000008426,3,1ST SUMMIT BK,1ST SUMMIT BANK,470
1724,0000008439,3,CENTENNIAL BANK,CENTENNIAL BANK,227
1725,0000008468,3,EXCHANGE BK,EXCHANGE BANK,263
1726,0000008472,3,BANK OF RIO VISTA,BANK OF RIO VISTA,6
1727,0000008491,3,SCOTT ST BK,SCOTT STATE BANK,132
1728,0000008494,3,HENRY ST BK,HENRY STATE BANK,103
1729,0000008500,3,FIRST ST BK,FIRST STATE BANK,54
1730,0000008507,3,SLOAN ST BK,SLOAN STATE BANK,34
1731,0000008510,3,FARMERS T&SB,FARMERS TRUST AND SAVINGS BANK,31
1732,0000008516,3,SWISHER T&SB,SWISHER TRUST & SAVINGS BANK,17
1733,0000008526,3,RICHLAND ST BK,RICHLAND STATE BANK,214
1734,0000008532,3,BANK OF ERATH,BANK OF ERATH,71
1735,0000008534,3,ST LANDRY B&TC,ST LANDRY BANK & TRUST CO,59
1736,0000008536,3,PROGROWTH BK,PROGROWTH BANK,41
1737,0000008537,3,BANKCHEROKEE,BANKCHEROKEE,32
1738,0000008542,3,STATE BK OF RICHMOND,STATE BANK OF RICHMOND,22
1739,0000008545,3,UNITY BK,UNITY BANK,161
1740,0000008546,3,SENTRY BK,SENTRY BANK,81
1741,0000008560,3,BANK 21,BANK 21,102
1742,0000008564,3,BANK OF GRAIN VALLEY,THE BANK OF GRAIN VALLEY,23
1743,0000008569,3,GOPPERT FNCL BK,GOPPERT FINANCIAL BANK,11
1744,0000008572,3,CITIZENS BK,CITIZENS BANK OF ROGERSVILLE,131
1745,0000008576,3,MARIES CTY BK,THE MARIES COUNTY BANK,322
1746,0000008660,3,COMMERCIAL B&TC,COMMERCIAL BANK AND TRUST CO,420
1747,0000008663,3,FIRSTBANK,FIRSTBANK,24936
1748,0000008693,3,BANK OF GALESVILLE,BANK OF GALESVILLE,177
1749,0000008698,3,PORT WASHINGTON ST BK,PORT WASHINGTON STATE BANK,807
1750,0000008700,3,WALDO ST BK,WALDO STATE BANK,86
1751,0000008714,3,UNITY BK,UNITY BANK,112
1752,0000008730,3,GATEWAY BK,GATEWAY BANK,75
1753,0000008745,3,FIRST ST BK MIDDLEBURY,FIRST STATE BANK OF MIDDLEBURY,566
1754,0000008752,3,FIRST T&SB,FIRST TRUST AND SAVINGS BANK,62
1755,0000008756,3,FARMERS & MRCHS ST BK OF NEOLA,FARMERS & MERCHANTS STATE BANK,10
1756,0000008761,3,KERNDT BROS SVG BK,KERNDT BROTHERS SAVINGS BANK,201
1757,0000008762,3,SACRAMENTO DEPOSIT BK,SACRAMENTO DEPOSIT BANK,76
1758,0000008774,3,CECILIAN BK,THE CECILIAN BANK,585
1759,0000008785,3,PEOPLES EXCH BK,PEOPLES EXCHANGE BANK,854
1760,0000008798,3,COTTONPORT BK,THE COTTONPORT BANK,244
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1761,0000008800,3,UNION BK,THE UNION BANK,299
1762,0000008807,3,IBERVILLE BK,IBERVILLE BANK,78
1763,0000008810,3,BANK OF DELMARVA,THE BANK OF DELMARVA,123
1764,0000008811,3,HEBRON SVG BK,HEBRON SAVINGS BANK,197
1765,0000008816,3,QUEENSTOWN BK OF MD,QUEENSTOWN BANK OF MARYLAND,217
1766,0000008831,3,FIRST ST BK OF SAUK CENTRE,FIRST STATE BANK  SAUK CENTRE,35
1767,0000008865,3,FARMERS ST BK OF WEST CONCORD,FARMERS STATE BANK,27
1768,0000008867,3,ULTIMA BK MN,ULTIMA BANK MINNESOTA,79
1769,0000008871,3,OMNIBANK,OMNIBANK,52
1770,0000008878,3,STATE B&TC,STATE BANK AND TRUST COMPANY,850
1771,0000008879,3,COMMUNITY BK OF MS,COMMUNITY BANK OF MISSISSIPPI,2447
1772,0000008886,3,BANK OF LEES SUMMIT,BANK OF LEES SUMMIT,133
1773,0000008889,3,MIDWEST RGNL BK,MIDWEST REGIONAL BANK,55
1774,0000008892,3,BANK OF SULLIVAN,BANK OF SULLIVAN,710
1775,0000008896,3,JONESBURG ST BK,JONESBURG STATE BANK,50
1776,0000008898,3,SAINT JOHNS B&TC,ST JOHNS B&TC,71
1777,0000008904,3,NODAWAY VALLEY BK,NODAWAY VALLEY BANK,338
1778,0000008908,3,CITIZENS BK,CITIZENS BANK OF CAPE VINCENT,38
1779,0000008941,3,BANK FORWARD,BANK FORWARD,349
1780,0000008975,3,COMMUNITY BK,COMMUNITY BANK,91
1781,0000008980,3,SECURITY ST BK,SECURITY STATE BANK OF WEWOKA,127
1782,0000009023,3,BANK OF CHARLES TOWN,BANK OF CHARLES TOWN,344
1783,0000009024,3,CALHOUN CTY BK,"CALHOUN COUNTY BANK, INC.",249
1784,0000009036,3,SECURITY ST BK,SECURITY STATE BANK,95
1785,0000009037,3,MOUND CITY BK,MOUND CITY BANK,471
1786,0000009047,3,CITIZENS ST BK,CITIZENS STATE BANK,307
1787,0000009057,3,BANK OF MOUNDVILLE,BANK OF MOUNDVILLE,22
1788,0000009064,3,PLANTERS FIRST BANK,PLANTERS FIRST BANK,445
1789,0000009068,3,BANK OF DUDLEY,BANK OF DUDLEY,280
1790,0000009079,3,HARVARD ST BK,THE HARVARD STATE BANK,152
1791,0000009080,3,HOLCOMB ST BK,HOLCOMB STATE BANK,251
1792,0000009096,3,ATKINS SVG B&TC,ATKINS SAVINGS BANK & TRUST,29
1793,0000009104,3,AMERICAN SVGS BK,AMERICAN SAVINGS BANK,5
1794,0000009106,3,FARMERS ST BK,FARMERS STATE BANK,8
1795,0000009123,3,WESTERN ST BK,WESTERN STATE BANK,1007
1796,0000009155,3,COUNTYBANK,COUNTYBANK,1048
1797,0000009170,3,FIRST SOUTH BK,FIRST SOUTH BANK,98
1798,0000009189,3,BRIGHTON BK,BRIGHTON BANK,112
1799,0000009204,3,CENTRAL BK,CENTRAL BANK,422
1800,0000009244,3,GLENNVILLE BK,GLENNVILLE BANK,339
1801,0000009245,3,BANK OF LAFAYETTE,THE BANK OF LAFAYETTE,202
1802,0000009259,3,FARMERS ST BK OF HOFFMAN,FARMERS STATE BANK OF HOFFMAN,108
1803,0000009260,3,OXFORD B&T,OXFORD BANK & TRUST,1891
1804,0000009299,3,RELIANCE ST BK,RELIANCE STATE BANK,99
1805,0000009300,3,READLYN SVG BK,READLYN SAVINGS BANK,56
1806,0000009309,3,UNITED SOUTHERN BK,UNITED SOUTHERN BANK,125
1807,0000009314,3,PBI BK,PBI BANK,361
1808,0000009319,3,MERCHANTS & FARMERS B&TC,MERCHANTS & FARMERS BANK & TC,281
1809,0000009320,3,MARION ST BK,MARION STATE BANK,230
1810,0000009322,3,CROSS KEYS BK,CROSS KEYS BANK,288
1811,0000009326,3,WASHINGTON ST BK,WASHINGTON STATE BANK,138
1812,0000009327,3,FARMERS-MERCHANTS B&TC,FARMERS-MERCHANTS BANK & TRUST,346
1813,0000009330,3,FIRST ST BK OF LE CENTER,FIRST STATE BANK OF LE CENTER,52
1814,0000009332,3,BANK OF MAPLE PLAIN,BANK OF MAPLE PLAIN,14
1815,0000009337,3,CITIZENS ST BK OF WAVERLY,CITIZENS STATE BANK OF WAVERLY,17
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1816,0000009366,3,PEOPLES BK,PEOPLES BANK,654
1817,0000009378,3,F&C BK,F & C BANK,127
1818,0000009387,3,MISSOURI B&TC,MISSOURI BANK AND TRUST,88
1819,0000009388,3,CORNER STONE BK,THE CORNERSTONE BANK,115
1820,0000009420,3,UNION BK,THE UNION BANK,99
1821,0000009423,3,CHOICE FNCL GRP,CHOICE FINANCIAL GROUP,426
1822,0000009437,3,FIRST ST BK,FIRST STATE BANK,459
1823,0000009462,3,FARMERS & MRCH BK,FARMERS AND MERCHANTS BANK,62
1824,0000009463,3,CITIZENS SVG BK,THE CITIZENS SAVINGS BANK,169
1825,0000009465,3,ALVA ST B&TC,ALVA STATE BANK & TRUST CO,32
1826,0000009486,3,CLACKAMAS CTY BK,CLACKAMAS COUNTY BANK,121
1827,0000009499,3,CIVIS BK,CIVIS BANK,57
1828,0000009517,3,CLEVELAND ST BK,CLEVELAND STATE BANK,210
1829,0000009529,3,STATE BK NEWBURG,STATE BANK OF NEWBURG,190
1830,0000009536,3,COMMUNITY ST BK,COMMUNITY STATE BANK,342
1831,0000009620,3,FIRST BK,FIRST BANK,172
1832,0000009631,3,ATHENS ST BK,ATHENS STATE BANK,244
1833,0000009632,3,FIRST ST BK IL,FIRST STATE BANK OF ILLINOIS,910
1834,0000009647,3,CITIZENS BK,CITIZENS BANK,213
1835,0000009658,3,CITIZENS ST BK OF CHENEY KS,CITIZENS STATE BANK,67
1836,0000009659,3,STATE BK OF DOWNS,STATE BANK OF DOWNS,62
1837,0000009665,3,KAW VALLEY BK,KAW VALLEY BANK,216
1838,0000009678,3,EDMONTON ST BK,EDMONTON STATE BANK,654
1839,0000009712,3,ROCKLAND TC,ROCKLAND TRUST COMPANY,3347
1840,0000009719,3,OXFORD BK,OXFORD BANK,163
1841,0000009728,3,FIRST SECURITY BK,FIRST SECURITY BANK,17
1842,0000009737,3,MIDWEST BK,MIDWEST BANK,285
1843,0000009751,3,21ST CENTURY BK,21ST CENTURY BANK,79
1844,0000009757,3,NICOLLET CTY BK,NICOLLET COUNTY BANK OF ST. PE,58
1845,0000009760,3,COMMUNITY BK MANKATO,COMMUNITY BANK,221
1846,0000009769,3,FIRST ST BK OF ROSEMOUNT,FIRST STATE BANK OF ROSEMOUNT,13
1847,0000009777,3,CITIZENS B&TC,CITIZENS BANK & TRUST CO,50
1848,0000009788,3,BLOOMSDALE BK,BLOOMSDALE BANK,259
1849,0000009791,3,COMMERCIAL TC OF FAYETTE,COMMERCIAL TRUST COMPANY,189
1850,0000009794,3,KEARNEY TC,KEARNEY TRUST COMPANY,69
1851,0000009803,3,BANK OF ODESSA,BANK OF ODESSA,329
1852,0000009806,3,SECURITY BK,SECURITY BANK,43
1853,0000009811,3,COMMERCIAL BK,COMMERCIAL BANK OF OAK GROVE,59
1854,0000009822,3,STATE BK,STATE BANK OF TABLE ROCK,39
1855,0000009879,3,FIRST ST BK,FIRST SATE BANK,75
1856,0000009882,3,PEOPLES BK,PEOPLES BANK,19
1857,0000009888,3,DIME BK,THE DIME BANK,473
1858,0000009889,3,MID PENN BK,MID PENN BANK,688
1859,0000009923,3,ANDERSON BROS BK,ANDERSON BROTHERS BANK,434
1860,0000009935,3,FARMERS ST BK,FARMERS STATE BANK,67
1861,0000009947,3,VALLEY EXCHANGE BK,VALLEY EXCHANGE BANK,5
1862,0000009963,3,F&M BK,F&M BANK,3831
1863,0000009973,3,FIRST ST BK,THE FIRST STATE BANK,46
1864,0000009997,3,JEFFERSON SECURITY BK,JEFFERSON SECURITY BANK,174
1865,0000009998,3,CAPON VALLEY BK,CAPON VALLEY BANK,136
1866,0000010007,3,PARTNERSHIP BK,PARTNERSHIP BANK,660
1867,0000010011,3,WOODFORD ST BK,WOODFORD STATE BANK,232
1868,0000010015,3,SECURITY BK,SECURITY BANK,120
1869,0000010045,3,CORNERSTONE BK INC,"CONERSTONE BANK, INC",71
1870,0000010111,3,OHNWARD B&TC,OHNWARD BANK AND TRUST,171
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1871,0000010121,3,LIBERTY T&SB,LIBERTY TRUST & SAVINGS BANK,40
1872,0000010122,3,FARMERS SVG B&T,FARMERS SAVINGS BANK & TRUST,50
1873,0000010123,3,FIRST T&SB,FIRST TRUST AND SAVINGS BANK,18
1874,0000010125,3,CITIZENS SVG BK,CITIZENS SAVINGS BANK,67
1875,0000010132,3,EXCHANGE ST BK,EXCHANGE STATE BANK,58
1876,0000010146,3,COMMONWEALTH B&TC,COMMONWEALTH BANK & TRUST CO,4428
1877,0000010157,3,SHELBY ST BK,SHELBY STATE BANK,286
1878,0000010159,3,FIRST ST B&T,FIRST STATE BANK AND TRUST,117
1879,0000010162,3,FIRST ST BK MN,FIRST STATE BANK MINNESOTA,13
1880,0000010163,3,SECURITY ST BK OF MARINE,SECURITY STATE BANK OF MARINE,74
1881,0000010165,3,FARMERS & MERCHANTS ST BK,FARMERS AND MERCHANTS STATE BA,79
1882,0000010168,3,FIRST FARMERS & MRCHS BK,FIRST FARMERS & MERCHANTS BANK,298
1883,0000010169,3,SHERBURNE ST BK,SHERBURNE STATE BANK,117
1884,0000010171,3,AVON ST BK,AVON STATE BANK,29
1885,0000010175,3,SECURITY ST BK OF HIBBING,SECURITY STATE BANK OF HIBBING,49
1886,0000010176,3,FINANCIAL SECURITY BK,FINANCIAL SECURITY BANK,18
1887,0000010179,3,NORTH AMERICAN ST BK,NORTH AMERICAN STATE BANK,20
1888,0000010191,3,PRINSBANK,PRINSBANK,9
1889,0000010192,3,PEOPLES BK OF CMRC,PEOPLES BANK OF COMMERCE,42
1890,0000010194,3,PINE RIVER ST BK,PINE RIVER STATE BANK,80
1891,0000010196,3,NORTHERN SKY BANK,NORTHERN SKY BANK,28
1892,0000010198,3,STATE BK OF DELANO,STATE BANK OF DELANO,5
1893,0000010201,3,SECURITY ST BK OF LEWISTON,SECURITY STATE BANK - LEWISTON,20
1894,0000010212,3,COMMERCE BK,COMMERCE BANK,17
1895,0000010214,3,VERMILLION ST BK,VERMILLION STATE BANK,227
1896,0000010248,3,FIRST INTERNATIONAL B&TC,FIRST INTERNATIONAL BANK & TRU,1266
1897,0000010255,3,OLD FT BKG CO,THE OLD FORT BANKING COMPANY,692
1898,0000010307,3,FIRST VOLUNTEER BK,FIRST VOLUNTEER BANK,742
1899,0000010317,3,CITIZENS B&TC OF GRAINGER CTY,CITIZENS BANK & TRUST CO.,158
1900,0000010319,3,CITIZENS SVG B&TC,CITIZENS SAVINGS BANK & TRUST,7
1901,0000010327,3,CITIZENS ST BK,CITIZENS STATE BANK,11
1902,0000010330,3,COMMERCIAL ST BK,COMMERCIAL STATE BANK,22
1903,0000010344,3,SCHERTZ B&TC,SCHERTZ BANK AND TRUST,40
1904,0000010363,3,CITIZENS & FARMERS BK,CITIZENS & FARMERS BANK,558
1905,0000010374,3,BANNER BKS,BANNER BANKS,34
1906,0000010375,3,ADVANTAGE CMNTY BK,ADVANTAGE COMMUNITY BANK,132
1907,0000010378,3,BANK OF NEW GLARUS,THE BANK OF NEW GLARUS,404
1908,0000010380,3,OOSTBURG ST BK,OOSTBURG STATE BANK,253
1909,0000010434,3,STATE BK OF GRAYMONT,STATE BANK OF GRAYMONT,131
1910,0000010439,3,VILLAGE BK,THE VILLAGE BANK,44
1911,0000010464,3,FEDERATED BK,FEDERATED BANK,79
1912,0000010467,3,GIFFORD ST BK,THE GIFFORD STATE BANK,96
1913,0000010492,3,FARMERS & MRCH SVG BK,FARMERS AND MERCHANTS SAVINGS,44
1914,0000010494,3,MOUNT VERNON B&TC,MOUNT VERNON BANK & TRUST COMP,179
1915,0000010505,3,KANSAS ST BK,KANSAS STATE BANK,72
1916,0000010523,3,BANK OF CMRC & TC,BANK OF COMMERCE & TRUST CO.,106
1917,0000010532,3,CATAHOULA-LASALLE BK,CATAHOULA LASALLE BANK,62
1918,0000010534,3,CITY SVG B&TC,CITY SAVINGS BANK & TRUST CO,555
1919,0000010576,3,FIRST SOUTHEAST BK,FIRST SOUTHEAST BANK,60
1920,0000010588,3,FIRST ST BK,FIRST STATE BANK,37
1921,0000010595,3,COMMUNITY FIRST BK,COMMUNITY FIRST BANK,66
1922,0000010608,3,UNICO BK,UNICO BANK,295
1923,0000010619,3,HAWTHORN BK,HAWTHORN BANK,716
1924,0000010623,3,STATE BK OF MISSOURI,STATE BANK OF MISSOURI,41
1925,0000010628,3,PREFERRED BK,PREFERRED BANK,49
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
1926,0000010634,3,PINNACLE BK,PINNACLE BANK,3383
1927,0000010643,3,SECURITY ST BK,SECURITY STATE BANK,389
1928,0000010653,3,MURRAY ST BK,MURRAY STATE BANK,59
1929,0000010672,3,EXCHANGE BK,THE EXCHANGE BANK,63
1930,0000010677,3,JONESTOWN B&TC,JONESTOWN BANK & TRUST CO,346
1931,0000010678,3,MUNCY B&TC,THE MUNCY BANK & TRUST COMPANY,340
1932,0000010685,3,MIFFLINBURG B&TC,MIFFLINBURG BANK & TRUST CO,264
1933,0000010688,3,SCOTTDALE B&TC,SCOTTDALE BANK & TRUST COMPANY,93
1934,0000010693,3,FIRST BK OF TN,FIRST BANK OF TENNESSEE,213
1935,0000010709,3,FIRST ST BK,FIRST STATE BANK,191
1936,0000010730,3,PEOPLES BK,THE PEOPLES BANK,100
1937,0000010734,3,PIONEER BK,PIONEER BANK,92
1938,0000010741,3,INDEPENDENCE ST BK,INDEPENDENCE STATE BANK,57
1939,0000010799,3,FIRST ST BK CAMPBELL HL,FIRST ST BK OF CAMPBELL HILL,139
1940,0000010802,3,FARMERS ST BK OF DANFORTH,FARMERS STATE BANK OF DANFORTH,128
1941,0000010825,3,STATE BK SPEER,STATE BANK OF SPEER,102
1942,0000010828,3,BANK OF CARBONDALE,THE BANK OF CARBONDALE,147
1943,0000010829,3,PETEFISH SKILES & CO,"PETEFISH, SKILES & CO.",387
1944,0000010853,3,WEST CENTRAL BK,WEST CENTRAL BANK,238
1945,0000010855,3,STATE BK BEMENT,STATE BANK OF BEMENT,22
1946,0000010860,3,MURPHY-WALL ST B&TC,MURPHY-WALL STATE BANK AND TRU,160
1947,0000010879,3,FIRST FARMERS ST BK,FIRST FARMERS STATE BANK,68
1948,0000010886,3,LEGENCE BK,LEGENCE BANK,178
1949,0000010887,3,FIRST COUNTY BK,FIRST COUNTY BANK,1158
1950,0000010906,3,BALDWIN ST BK,BALDWIN STATE BANK,22
1951,0000010916,3,STANLEY BK,STANLEY BANK,7
1952,0000010956,3,NORTHVIEW BK,NORTHVIEW BANK,767
1953,0000010957,3,CITIZENS ST BK OF HAYFIELD,CITIZENS STATE BANK OF HAYFIEL,51
